QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event,Event type,A priori,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,516.5740572,693.8612223,,,,,,,1,km^2,2860,cm^3,1994,March,1994,April,19.01426857,,,23.0385806,,,0.621680255,,,0.675841536,,,0.8328,,,0.8232,,,0.145113445,,,0.148284397,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,693.8612223,614.9443186,,,,,,,1,km^2,2860,cm^3,1994,April,1994,May,23.0385806,,,22.00362008,,,0.675841536,,,0.651327346,,,0.8232,,,0.8316,,,0.148284397,,,0.146100192,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,614.9443186,289.7422029,,,,,,,1,km^2,2860,cm^3,1994,May,1994,August,22.00362008,,,19.56060866,,,0.651327346,,,0.789026337,,,0.8316,,,0.7968,,,0.146100192,,,0.186459162,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,289.7422029,172.4765195,,,,,,,1,km^2,2860,cm^3,1994,August,1994,September,19.56060866,,,19.06354808,,,0.789026337,,,1.606104796,,,0.7968,,,0.5352,,,0.186459162,,,0.373067364,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,172.4765195,205.8286752,,,,,,,1,km^2,2860,cm^3,1994,September,1994,October,19.06354808,,,18.52573889,,,1.606104796,,,1.531711574,,,0.5352,,,0.5568,,,0.373067364,,,0.358502571,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,205.8286752,272.6197765,,,,,,,1,km^2,2860,cm^3,1994,October,1994,November,18.52573889,,,15.54074358,,,1.531711574,,,0.491066793,,,0.5568,,,0.8928,,,0.358502571,,,0.121143722,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,272.6197765,183.4988491,,,,,,,1,km^2,2860,cm^3,1994,November,1995,January,15.54074358,,,15.08788029,,,0.491066793,,,0.562260409,,,0.8928,,,0.864,,,0.121143722,,,0.142199459,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,183.4988491,112.9757779,,,,,,,1,km^2,2860,cm^3,1995,January,1995,March,15.08788029,,,16.08499632,,,0.562260409,,,0.894342624,,,0.864,,,0.7512,,,0.142199459,,,0.22246514,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,112.9757779,353.8800101,,,,,,,1,km^2,2860,cm^3,1995,March,1995,April,16.08499632,,,14.05409957,,,0.894342624,,,0.596015754,,,0.7512,,,0.8268,,,0.22246514,,,0.153182156,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,353.8800101,380.4625461,,,,,,,1,km^2,2860,cm^3,1995,April,1995,May,14.05409957,,,16.08790045,,,0.596015754,,,1.23493134,,,0.8268,,,0.6156,,,0.153182156,,,0.29126503,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,380.4625461,144.3069665,,,,,,,1,km^2,2860,cm^3,1995,May,1995,June,16.08790045,,,19.57304198,,,1.23493134,,,2.23879517,,,0.6156,,,0.2916,,,0.29126503,,,0.521089656,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,144.3069665,242.9004021,,,,,,,1,km^2,2860,cm^3,1995,June,1995,July,19.57304198,,,19.07661668,,,2.23879517,,,1.401330107,,,0.2916,,,0.5844,,,0.521089656,,,0.329989701,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,242.9004021,287.9072144,,,,,,,1,km^2,2860,cm^3,1995,July,1995,August,19.07661668,,,17.58489044,,,1.401330107,,,0.53906086,,,0.5844,,,0.876,,,0.329989701,,,0.1319671,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,287.9072144,168.9305283,,,,,,,1,km^2,2860,cm^3,1995,August,1995,September,17.58489044,,,16.59104156,,,0.53906086,,,0.568379291,,,0.876,,,0.8688,,,0.1319671,,,0.141310359,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,168.9305283,171.5695664,,,,,,,1,km^2,2860,cm^3,1995,September,1999,February,16.59104156,,,18.15491642,,,0.568379291,,,1.682931884,,,0.8688,,,0.547747748,,,0.141310359,,,0.399824796,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,171.5695664,139.8342524,,,,,,,1,km^2,2860,cm^3,1999,February,1999,March,18.15491642,,,18.15683534,,,1.682931884,,,2.687449613,,,0.547747748,,,0.242642643,,,0.399824796,,,0.64502253,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,139.8342524,124.8209,,,,,,,1,km^2,2860,cm^3,1999,March,1999,April,18.15683534,,,17.12248009,,,2.687449613,,,2.749641903,,,0.242642643,,,0.213813814,,,0.64502253,,,0.673565091,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,124.8209,131.5460976,,,,,,,1,km^2,2860,cm^3,1999,April,1999,May,17.12248009,,,14.099649,,,2.749641903,,,1.669351445,,,0.213813814,,,0.542942943,,,0.673565091,,,0.418379211,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,131.5460976,143.2878836,,,,,,,1,km^2,2860,cm^3,1999,May,1999,June,14.099649,,,13.1481669,,,1.669351445,,,0.723658625,,,0.542942943,,,0.815615616,,,0.418379211,,,0.193258049,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,143.2878836,93.15841195,,,,,,,1,km^2,2860,cm^3,1999,June,1999,July,13.1481669,,,14.6418025,,,0.723658625,,,0.847994402,,,0.815615616,,,0.785585586,,,0.193258049,,,0.220260479,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,93.15841195,91.52262878,,,,,,,1,km^2,2860,cm^3,1999,July,1999,August,14.6418025,,,14.64324169,,,0.847994402,,,0.851512628,,,0.785585586,,,0.785585586,,,0.220260479,,,0.221817638,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,91.52262878,71.4898869,,,,,,,1,km^2,2860,cm^3,1999,August,1999,September,14.64324169,,,14.68647724,,,0.851512628,,,1.524660537,,,0.785585586,,,0.553753754,,,0.221817638,,,0.39839535,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,71.4898869,44.77116139,,,,,,,1,km^2,2860,cm^3,1999,September,1999,October,14.68647724,,,14.10852398,,,1.524660537,,,1.724946507,,,0.553753754,,,0.48048048,,,0.39839535,,,0.45238602,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,44.77116139,46.48537252,,,,,,,1,km^2,2860,cm^3,1999,October,1999,November,14.10852398,,,17.13495304,,,1.724946507,,,1.997695502,,,0.48048048,,,0.42042042,,,0.45238602,,,0.486324716,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,46.48537252,46.51898451,,,,,,,1,km^2,2860,cm^3,1999,November,1999,December,17.13495304,,,17.67554742,,,1.997695502,,,2.311873488,,,0.42042042,,,0.321921922,,,0.486324716,,,0.560359793,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,46.51898451,59.93856873,,,,,,,1,km^2,2860,cm^3,1999,December,2000,January,17.67554742,,,16.64131211,,,2.311873488,,,1.897747727,,,0.321921922,,,0.456456456,,,0.560359793,,,0.472482458,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,59.93856873,90.06330852,,,,,,,1,km^2,2860,cm^3,2000,January,2000,February,16.64131211,,,18.67326338,,,1.897747727,,,1.545738834,,,0.456456456,,,0.588588589,,,0.472482458,,,0.369179218,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,90.06330852,118.5242551,,,,,,,1,km^2,2860,cm^3,2000,February,2000,March,18.67326338,,,15.11127709,,,1.545738834,,,0.95211702,,,0.588588589,,,0.753153153,,,0.369179218,,,0.239664426,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,118.5242551,143.6352075,,,,,,,1,km^2,2860,cm^3,2000,March,2000,March,15.11127709,,,15.69270839,,,0.95211702,,,1.231751621,,,0.753153153,,,0.660660661,,,0.239664426,,,0.302128654,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,143.6352075,125.2774627,,,,,,,1,km^2,2860,cm^3,2000,March,2000,April,15.69270839,,,20.66665645,,,1.231751621,,,1.987739767,,,0.660660661,,,0.454054054,,,0.302128654,,,0.455574129,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,125.2774627,111.9363065,,,,,,,1,km^2,2860,cm^3,2000,April,2000,May,20.66665645,,,18.14082439,,,1.987739767,,,1.960201777,,,0.454054054,,,0.436036036,,,0.455574129,,,0.473324422,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,111.9363065,101.9367415,,,,,,,1,km^2,2860,cm^3,2000,May,2000,June,18.14082439,,,15.1176335,,,1.960201777,,,1.666880257,,,0.436036036,,,0.518918919,,,0.473324422,,,0.427079815,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,101.9367415,167.2336205,,,,,,,1,km^2,2860,cm^3,2000,June,2000,August,15.1176335,,,16.65474452,,,1.666880257,,,1.166551315,,,0.518918919,,,0.691891892,,,0.427079815,,,0.292188755,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,167.2336205,219.1165173,,,,,,,1,km^2,2860,cm^3,2000,August,2000,October,16.65474452,,,18.64585887,,,1.166551315,,,0.976806711,,,0.691891892,,,0.751951952,,,0.292188755,,,0.234383706,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,219.1165173,140.565313,,,,,,,1,km^2,2860,cm^3,2000,October,2000,November,18.64585887,,,17.65353987,,,0.976806711,,,1.901940316,,,0.751951952,,,0.458858859,,,0.234383706,,,0.467248094,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,140.565313,103.8358186,,,,,,,1,km^2,2860,cm^3,2000,November,2000,December,17.65353987,,,15.17022377,,,1.901940316,,,1.964190282,,,0.458858859,,,0.426426426,,,0.467248094,,,0.499658957,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,103.8358186,122.2775932,,,,,,,1,km^2,2860,cm^3,2000,December,2001,January,15.17022377,,,13.18330704,,,1.964190282,,,1.287745978,,,0.426426426,,,0.611411411,,,0.499658957,,,0.349330639,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,122.2775932,83.85349465,,,,,,,1,km^2,2860,cm^3,2001,January,2001,February,13.18330704,,,12.14955145,,,1.287745978,,,1.553613803,,,0.611411411,,,0.493693694,,,0.349330639,,,0.434160823,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,83.85349465,105.6284577,,,,,,,1,km^2,2860,cm^3,2001,February,2001,March,12.14955145,,,13.18702494,,,1.553613803,,,1.92991753,,,0.493693694,,,0.347147147,,,0.434160823,,,0.522843225,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,105.6284577,105.6648706,,,,,,,1,km^2,2860,cm^3,2001,March,2001,April,13.18702494,,,14.68042067,,,1.92991753,,,2.147444137,,,0.347147147,,,0.296696697,,,0.522843225,,,0.557555771,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,105.6648706,63.89357873,,,,,,,1,km^2,2860,cm^3,2001,April,2001,May,14.68042067,,,16.17393633,,,2.147444137,,,1.96457183,,,0.296696697,,,0.386786787,,,0.557555771,,,0.493576954,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,63.89357873,50.55242247,,,,,,,1,km^2,2860,cm^3,2001,May,2001,June,16.17393633,,,14.18689967,,,1.96457183,,,2.075100901,,,0.386786787,,,0.33993994,,,0.493576954,,,0.559899078,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,50.55242247,37.21406721,,,,,,,1,km^2,2860,cm^3,2001,June,2001,July,14.18689967,,,11.20514536,,,2.075100901,,,2.385827211,,,0.33993994,,,0.24024024,,,0.559899078,,,0.690217993,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,37.21406721,57.31683405,,,,,,,1,km^2,2860,cm^3,2001,July,2001,August,11.20514536,,,13.23733649,,,2.385827211,,,2.189161508,,,0.24024024,,,0.318318318,,,0.690217993,,,0.600796743,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,57.31683405,60.69203735,,,,,,,1,km^2,2860,cm^3,2001,August,2001,September,13.23733649,,,14.68905579,,,2.189161508,,,2.058064348,,,0.318318318,,,0.384384384,,,0.600796743,,,0.534503946,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,60.69203735,54.10128768,,,,,,,1,km^2,2860,cm^3,2001,September,2001,December,14.68905579,,,16.43418921,,,2.058064348,,,2.206677213,,,0.384384384,,,0.350750751,,,0.534503946,,,0.550738705,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,54.10128768,106.0261995,,,,,,,1,km^2,2860,cm^3,2001,December,2002,February,16.43418921,,,19.4218202,,,2.206677213,,,2.151627853,,,0.350750751,,,0.36036036,,,0.550738705,,,0.506832675,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,106.0261995,161.2842995,,,,,,,1,km^2,2860,cm^3,2002,February,2002,April,19.4218202,,,16.4419848,,,2.151627853,,,1.644377811,,,0.36036036,,,0.524924925,,,0.506832675,,,0.409717394,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,161.2842995,149.6685584,,,,,,,1,km^2,2860,cm^3,2002,April,2002,July,16.4419848,,,15.94906346,,,1.644377811,,,1.855107543,,,0.524924925,,,0.49009009,,,0.409717394,,,0.466040965,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,149.6685584,149.7413844,,,,,,,1,km^2,2860,cm^3,2002,July,2002,September,15.94906346,,,18.48029247,,,1.855107543,,,1.696485704,,,0.49009009,,,0.557357357,,,0.466040965,,,0.406708084,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,intermediate,8,8,,,149.7413844,153.1754086,,,,,,,1,km^2,2860,cm^3,2002,September,2002,November,18.48029247,,,19.23058831,,,1.696485704,,,1.517175989,,,0.557357357,,,0.615015015,,,0.406708084,,,0.358174093,,
