TI,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Journal,Volume,Issue,Start.Page,End.Page,Electronic.ID,DOI,Year,Initial Notes,Reason for Rejection,Additional Notes,Part of a Long-Term Sampling Project?,"If part of a project, what is the project's name?"
Jillian,Yes,No,109,Bucheister et al. 2013,Alexa,ISI,"Buchheister, Andre; Bonzek, Christopher F.; Gartland, James; Latour, Robert J.",Patterns and drivers of the demersal fish community of Chesapeake Bay,MARINE ECOLOGY PROGRESS SERIES,481,,161,180,,10.3354/meps10253,2013,,Demersal species limited to only 50 - not representative of full community,Might be worth it to look at the full ChesMMAP dataset/request access for us or Robin!,Yes,ChesMMAP
Jillian,Yes,Yes,126,Sonnewald et al. 2012,Alexa,ISI,"Sonnewald, Moritz; Tuerkay, Michael",Environmental influence on the bottom and near-bottom megafauna communities of the Dogger Bank: a long-term survey,HELGOLAND MARINE RESEARCH,66,4,503,511,,10.1007/s10152-011-0286-8,2012,,,Used Sonnewald and Turkay 2011 because data was more complete. 2009 and 2010 were not included in the data collected because incomplete data for them is given in Sonnewald et al 2013,,
Jillian,,,157,Wang et al. 2012,Alexa,ISI,"Wang, Yan-Guo; Lin, Jing-Hong; Wang, Chun-Guang; Lin, Mao",[Species composition and distribution characteristics of pelagic copepods in the Northern Sea of Fujian during withdraw of Zhe-Min coastal current].,"Huan jing ke xue= Huanjing kexue / [bian ji, Zhongguo ke xue yuan huan jing ke xue wei yuan hui ""Huan jing ke xue"" bian ji wei yuan hui.]",33,6,1839,45,,,2012,,,Need to get ILL,,
Jillian,Yes,No,159,Colella et al. 2012,Alexa,ISI,"Colella, M. A.; Ruzicka, R. R.; Kidney, J. A.; Morrison, J. M.; Brinkhuis, V. B.",Cold-water event of January 2010 results in catastrophic benthic mortality on patch reefs in the Florida Keys,CORAL REEFS,31,2,621,632,,10.1007/s00338-012-0880-5,2012,,<1 year of sampling,CREMP has been monitoring reefs in the Florida keys since 1996.,Yes,CREMP
Jillian,Yes,No,160,Reigel et al. 2012,Alexa,ISI,"Riegl, Bernhard M.; Bruckner, Andrew W.; Rowlands, Gwilym P.; Purkis, Sam J.; Renaud, Philip",Red Sea Coral Reef Trajectories over 2 Decades Suggest Increasing Community Homogenization and Decline in Coral Size,PLOS ONE,7,5,,,e38396,10.1371/journal.pone.0038396,2012,,no repeated measures,,,
Jillian,Yes,No,164,Bode et al. 2013,Alexa,ISI,"Bode, Antonio; Alvarez-Ossorio, Maria Teresa; Miranda, Ana; Lopez-Urrutia, Angel; Valdes, Luis",Comparing copepod time-series in the north of Spain: Spatial autocorrelation of community composition,PROGRESS IN OCEANOGRAPHY,97,,108,119,,10.1016/j.pocean.2011.11.013,2012,,Do not include full copepod community species richness. Do not provide raw richness or Shannon diversity,Use data from the Oceanographic time series in northern Spain - (RADIALES) and the CPR,Yes,RADIALES and CPR
Jillian,Yes,No,173,Hondolero et al 2012,Daniel,ISI,"Hondolero, Dominic; Bluhm, Bodil A.; Iken, Katrin",Caloric content of dominant benthic species from the northern Bering and Chukchi Seas: historical comparisons and the effects of preservation,POLAR BIOLOGY,35,4,637,644,,10.1007/s00300-011-1107-x,2012,,Did not measure richness,,,
Jillian,Yes,No,196,Provencher et al 2012,Daniel,ISI,"Provencher, J. F.; Gaston, A. J.; O'Hara, P. D.; Gilchrist, H. G.",Seabird diet indicates changing Arctic marine communities in eastern Canada,MARINE ECOLOGY PROGRESS SERIES,454,,171,+,,10.3354/meps09299,2012,,Richness of Murre gut contents.,,,
Jillian,Yes,No,204,Moreno-Mateos et al 2012,Daniel,ISI,"Moreno-Mateos, David; Power, Mary E.; Comin, Francisco A.; Yockteng, Roxana",Structural and Functional Loss in Restored Wetland Ecosystems,PLOS BIOLOGY,10,1,,,e1001247,10.1371/journal.pbio.1001247,2012,Metanalysis,"Meta-analysis. No raw data, only log ratios.",,,
Jillian,Yes,No,206,Moalic et al 2012,Daniel,ISI,"Moalic, Yann; Desbruyeres, Daniel; Duarte, Carlos M.; Rozenfeld, Alejandro F.; Bachraty, Charleyne; Arnaud-Haond, Sophie",Biogeography Revisited with Network Theory: Retracing the History of Hydrothermal Vent Communities,SYSTEMATIC BIOLOGY,61,1,127,137,,10.1093/sysbio/syr088,2012,Review?,Not repeated measures.,,,
Jillian,Yes,No,207,Hacker et al 2012,Daniel,ISI,"Hacker, Sally D.; Zarnetske, Phoebe; Seabloom, Eric; Ruggiero, Peter; Mull, Jeremy; Gerrity, Shawn; Jones, Colin","Subtle differences in two non-native congeneric beach grasses significantly affect their colonization, spread, and impact",OIKOS,121,1,138,148,,10.1111/j.1600-0706.2011.18887.x,2012,,Sand dune (not marine) and did not resample richness. Only looked at abundance of two grass species over time.,,,
Jillian,Yes,No,210,Thronhill et al 2011,Daniel,ISI,"Thornhill, Daniel J.; Rotjan, Randi D.; Todd, Brian D.; Chilcoat, Geoff C.; Iglesias-Prieto, Roberto; Kemp, Dustin W.; LaJeunesse, Todd C.; Reynolds, Jennifer McCabe; Schmidt, Gregory W.; Shannon, Thomas; Warner, Mark E.; Fitt, William K.",A Connection between Colony Biomass and Death in Caribbean Reef-Building Corals,PLOS ONE,6,12,,,e29535,10.1371/journal.pone.0029535,2011,,No species richness data.,,,
Jillian,Yes,No,211,Arnold and Steneck 2011,Daniel,ISI,"Arnold, Suzanne N.; Steneck, Robert S.","Settling into an Increasingly Hostile World: The Rapidly Closing ""Recruitment Window"" for Corals",PLOS ONE,6,12,,,e28681,10.1371/journal.pone.0028681,2011,,"Didn't measure species richness. Quantified substrate type with categories, not species-level IDs.",,,
Jillian,Yes,No,212,"Auth, 2011",Daniel,ISI,"Auth, Toby D.",ANALYSIS OF THE SPRING-FALL EPIPELAGIC ICHTHYOPLANKTON COMMUNITY IN THE NORTHERN CALIFORNIA CURRENT IN 2004-2009 AND ITS RELATION TO ENVIRONMENTAL FACTORS,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,52,,148,167,,,2011,,Inconsistent sampling of sites across years (and spans large geogrphic area). Aggregation of sites and years.,,,
Jillian,Yes,No,226,Xiao et al 2011,Daniel,ISI,"Xiao, Li-Juan; Wang, Tian; Hu, Ren; Han, Bo-Ping; Wang, Sheng; Qian, Xin; Padisak, Judit",Succession of phytoplankton functional groups regulated by monsoonal hydrology in a large canyon-shaped reservoir,WATER RESEARCH,45,16,5099,5109,,10.1016/j.watres.2011.07.012,2011,,Not marine. Freshwater reservoir in China,,,
Jillian,Yes,No,233,Gomez-Campos et al 2011,Daniel,ISI,"Gomez-Campos, Encarna; Borrell, Assumpcio; Cardona, Luis; Forcada, Jaume; Aguilar, Alex",Overfishing of Small Pelagic Fishes Increases Trophic Overlap between Immature and Mature Striped Dolphins in the Mediterranean Sea,PLOS ONE,6,9,,,e24554,10.1371/journal.pone.0024554,2011,,No richness data,,,
Jillian,Yes,No,241,Suarez-Morales 2011,Daniel,ISI,"Suarez-Morales, Eduardo",Diversity of the Monstrilloida (Crustacea: Copepoda),PLOS ONE,6,8,,,e22915,10.1371/journal.pone.0022915,2011,,No richness resampling.,,,
Jillian,,,252,,Daniel,ISI,"Bergmann, M.; Soltwedel, T.; Klages, M.",The interannual variability of megafaunal assemblages in the Arctic deep sea: Preliminary results from the HAUSGARTEN observatory (79 degrees N),DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,58,6,711,722,,10.1016/j.dsr.2011.03.007,2011,,,Worth having someone else look at their confusing table,,
Jillian,Yes,No,255,,Daniel,ISI,"Steckbauer, A.; Duarte, C. M.; Carstensen, J.; Vaquer-Sunyer, R.; Conley, D. J.",Ecosystem impacts of hypoxia: thresholds of hypoxia and pathways to recovery,ENVIRONMENTAL RESEARCH LETTERS,6,2,,,25003,10.1088/1748-9326/6/2/025003,2011,,No measures of richness,,,
Jillian,Yes,No,257,,Daniel,ISI,"Osborne, Kate; Dolman, Andrew M.; Burgess, Scott C.; Johns, Kerryn A.",Disturbance and the Dynamics of Coral Cover on the Great Barrier Reef (1995-2009),PLOS ONE,6,3,,,e17516,10.1371/journal.pone.0017516,2011,,Lowest level of taxonomic resolution was genus or family,,,
Jillian,Yes,No,260,,Daniel,ISI,"Carroll, Michael L.; Ambrose, William G., Jr.; Levin, Benjamin S.; Ryan, Stuart K.; Ratner, Adam R.; Henkes, Gregory A.; Greenacre, Michael J.",Climatic regulation of Clinocardium ciliatum (bivalvia) growth in the northwestern Barents Sea,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,302,1/2/2014,10,20,,10.1016/j.palaeo.2010.06.001,2011,,No measure of richness,,,
Jillian,,,269,,Daniel,ISI,"Campbell, Neil; Neat, Francis; Burns, Finlay; Kunzlik, Phil","Species richness, taxonomic diversity, and taxonomic distinctness of the deep-water demersal fish community on the Northeast Atlantic continental slope (ICES Subdivision VIa)",ICES JOURNAL OF MARINE SCIENCE,68,2,365,376,,10.1093/icesjms/fsq070,2011,,,,,
Jillian,Yes,No,279,,Daniel,ISI,"Gilbert, Jack A.; Field, Dawn; Swift, Paul; Thomas, Simon; Cummings, Denise; Temperton, Ben; Weynberg, Karen; Huse, Susan; Hughes, Margaret; Joint, Ian; Somerfield, Paul J.; Muehling, Martin",The Taxonomic and Functional Diversity of Microbes at a Temperate Coastal Site: A 'Multi-Omic' Study of Seasonal and Diel Temporal Variation,PLOS ONE,5,11,,,e15545,10.1371/journal.pone.0015545,2010,Bacteria,Microbes and no sampling > 1 year,,,
Jillian,Yes,No,284,,Daniel,ISI,"Nordlund, Lina; Erlandsson, Johan; de la Torre-Castro, Maricela; Jiddawi, Narriman",Changes in an East African social-ecological seagrass system: invertebrate harvesting affecting species composition and local livelihood,AQUATIC LIVING RESOURCES,23,4,399,416,,10.1051/alr/2011006,2010,,No sampling > 1 year,,,
Jillian,Yes,No,286,,Daniel,ISI,"Rassweiler, Andrew; Schmitt, Russell J.; Holbrook, Sally J.",Triggers and maintenance of multiple shifts in the state of a natural community,OECOLOGIA,164,2,489,498,,10.1007/s00442-010-1666-5,2010,,No measure of richness,This was a cool paper about state changes and maintenance,,
Jillian,Yes,No,295,,Jillian,ISI,"Chiara, Piroddi; Giovanni, Bearzi; Villy, Christensen",Effects of local fisheries and ocean productivity on the northeastern Ionian Sea ecosystem,ECOLOGICAL MODELLING,221,11,1526,1544,,10.1016/j.ecolmodel.2010.03.002,2010,Checklist?,"Used fisheries data, sampling not comparable between years",,,
Jillian,Yes,Yes,311,,Jillian,ISI,"Gallegos, Charles L.; Jordan, Thomas E.; Hedrick, Sharyn S.","Long-term Dynamics of Phytoplankton in the Rhode River, Maryland (USA)",ESTUARIES AND COASTS,33,2,471,484,,10.1007/s12237-009-9172-x,2010,,,,,
Jillian,,,316,,Jillian,ISI,"Peperzak, Louis",An objective procedure to remove observer-bias from phytoplankton time-series,JOURNAL OF SEA RESEARCH,63,2,152,156,,10.1016/j.seares.2009.11.004,2010,Important to be careful of longterm plankton data where sampling was done by different labs. I think this includes the quality controlled richness data,,,,
Jillian,Yes,Yes,319,,Jillian,ISI,"Stefansdottir, Lilja; Solmundsson, Jon; Marteinsdottir, Gudrun; Kristinsson, Kristjan; Jonasson, Jonas Pall",Groundfish species diversity and assemblage structure in Icelandic waters during recent years of warming,FISHERIES OCEANOGRAPHY,19,1,42,62,,10.1111/j.1365-2419.2009.00527.x,2010,,,Can contact author to see if we can get the Shannon Diversity.,,
Jillian,,No,324,,Jillian,ISI,"Jung, C. A.; Swearer, S. E.; Jenkins, G. P.",Changes in diversity in the fish assemblage of a southern Australian embayment: consistent spatial structuring at decadal scales,MARINE AND FRESHWATER RESEARCH,61,12,1425,1434,,10.1071/MF10080,2010,Could not access full text,,Need to contact the author if we want to be able to use the paper,,
Jillian,Yes,No,326,,Jillian,ISI,"Pillay, Deena; Branch, George M.; Griffiths, Charles L.; Williams, Chantel; Prinsloo, Alexa",Ecosystem change in a South African marine reserve (1960-2009): role of seagrass loss and anthropogenic disturbance,MARINE ECOLOGY PROGRESS SERIES,415,,35,48,,10.3354/meps08733,2010,,Not comparable number of sites or site positions between the two years. A real bummer :(,,,
Jillian,Yes,Yes,329,,Jillian,ISI,"Bui, Alice O. V.; Ouellet, Patrick; Castonguay, Martin; Brethes, Jean-Claude",Ichthyoplankton community structure in the northwest Gulf of St. Lawrence (Canada): past and present,MARINE ECOLOGY PROGRESS SERIES,412,,189,205,,10.3354/meps08687,2010,,,,,
Jillian,Yes,No,330,,Jillian,ISI,"Merckx, Bea; Van Meirvenne, Marc; Steyaert, Maaike; Vanreusel, Ann; Vincx, Magda; Vanaverbeke, Jan",Mapping nematode diversity in the Southern Bight of the North Sea,MARINE ECOLOGY PROGRESS SERIES,406,,135,145,,10.3354/meps08531,2010,But do not show year breakdown of nematode richness. Do reference the MANUELA database,"Can't find any raw data or yearly breakdowns of richness. Also, it is stated that sampling methods/plot sizes were variable across the time series, but it is not clear when the different methods were used.",,,
Jillian,Yes,Yes,334,,Jillian,ISI,"Kedra, Monika; Wlodarska-Kowalczuk, Maria; Weslawski, Jan Marcin","Decadal change in macrobenthic soft-bottom community structure in a high Arctic fjord (Kongsfjorden, Svalbard)",POLAR BIOLOGY,33,1,1,11,,10.1007/s00300-009-0679-1,2010,,,,,
Jillian,,,349,,Jillian,ISI,,Changes in the decapod fauna of an Arctic fjord during the last 100 years (1908-2007),POLAR BIOLOGY,32,7,953,961,,10.1007/s00300-009-0594-5,2009,Only decapods,,,,
Jillian,,,368,,Jillian,ISI,"Chen, Weizhong; Almatar, Sulaiman; Bishop, James M.",Spatial and temporal variability of fish assemblage in Kuwait Bay,MARINE BIOLOGY,156,3,415,424,,10.1007/s00227-008-1094-9,2009,,,,,
Jillian,,,397,,Jillian,ISI,"Davis, Nathan; Paukert, Craig","Impact of Gravel Bar Scalping on Neosho Madtom (Noturus placidus) Populations from the Lower Neosho River, Kansas",JOURNAL OF FRESHWATER ECOLOGY,23,4,501,511,,10.1080/02705060.2008.9664237,2008,,,,,
Jillian,,,409,,Jillian,ISI,"Gutierrez, Dimitri; Enriquez, E.; Purca, S.; Quipuzcoa, L.; Marquina, R.; Flores, G.; Graco, M.",Oxygenation episodes on the continental shelf of central Peru: Remote forcing and benthic ecosystem response,PROGRESS IN OCEANOGRAPHY,79,2/4/2014,177,189,,10.1016/j.pocean.2008.10.025,2008,,,,,
Jillian,,,413,,Jillian,ISI,"Mathieson, Arthur C.; Pederson, Judith",RAPID ASSESSMENT SURVEYS OF FOULING AND INTRODUCED SEAWEEDS IN THE NORTHWEST ATLANTIC,RHODORA,110,944,406,478,,10.3119/07-4.1,2008,"But no year breakdown is given, only means of the 7 year span are given. ",,,,
Jillian,,,418,,Jillian,ISI,"Ribeiro, Sofia; Amorim, Ana","Environmental drivers of temporal succession in recent dinoflagellate cyst assemblages from a coastal site in the North-East Atlantic (Lisbon Bay, Portugal)",MARINE MICROPALEONTOLOGY,68,1/2/2014,156,178,,10.1016/j.marmicro.2008.01.013,2008,Dinoflagellate diversity,,,,
Jillian,,,439,,Marc,ISI,"Wakeford, M.; Done, T. J.; Johnson, C. R.",Decadal trends in a coral community and evidence of changed disturbance regime,CORAL REEFS,27,1,1,13,,10.1007/s00338-007-0284-0,2008,,,,,
Jillian,,,442,,Marc,ISI,"Lutz, Richard A.; Shank, Timothy M.; Luther, George W.; Vetriani, Costantino; Tolstoy, Maya; Nuzzio, Donald B.; Moore, Tommy S.; Waldhauser, Felix; Crespo-Medina, Melitza; Chatziefthimiou, Aspassia D.; Annis, Eric R.; Reed, Andrew J.","Interrelationships between vent fluid chemistry, temperature, seismic activity, and biological community structure at a mussel-dominated, deep-sea hydrothermal vent along the East Pacific Rise",JOURNAL OF SHELLFISH RESEARCH,27,1,177,190,,10.2983/0730-8000(2008)27[177:IBVFCT]2.0.CO;2,2008,and check references therein,,,,
Jillian,,,455,,Marc,ISI,"Pante, Eric; King, Allison; Dustan, Phillip",Short-term decline of a Bahamian patch reef coral community: Rainbow Gardens Reef 1991-2004,HYDROBIOLOGIA,596,,121,132,,10.1007/s10750-007-9062-9,2008,,,,,
Jillian,,,459,,Marc,ISI,"Brodeur, Richard D.; Peterson, William T.; Auth, Toby D.; Soulen, Heather L.; Parnel, Maria M.; Emerson, Ashley A.",Abundance and diversity of coastal fish larvae as indicators of recent changes in ocean and climate conditions in the Oregon upwelling zone,MARINE ECOLOGY PROGRESS SERIES,366,,187,202,,10.3354/meps07539,2008,,,,,
Jillian,,,466,,Marc,ISI,"Coelho, Vania R.; Manfrino, Carrie",Coral community decline at a remote Caribbean island: marine no-take reserves are not enough,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,17,7,666,685,,10.1002/aqc.822,2007,,,,,
Jillian,,,481,,Marc,ISI,"Jouenne, Fabien; Lefebvre, Sebastien; Veron, Benoit; Lagadeuc, Yvan","Phytoplankton community structure and primary production in small intertidal estuarine-bay ecosystem (eastern English Channel, France)",MARINE BIOLOGY,151,3,805,825,,10.1007/s00227-006-0440-z,2007,only 1 year,,,,
Jillian,,,483,,Marc,ISI,"Tokarev, Yuriy; Shulman, Georgiy",Biodiversity in the Black Sea: effects of climate and anthropogenic factors,HYDROBIOLOGIA,580,,23,33,,10.1007/s10750-006-0468-6,2007,,,,,
Jillian,,,488,,Marc,ISI,"Renaud, Paul E.; Wlodarska-Kowalczuk, Maria; Trannum, Hilde; Holte, Borge; Weslawski, Jan Marcin; Cochrane, Sabine; Dahle, Salve; Gulliksen, Bjorn","Multidecadal stability of benthic community structure in a high-Arctic glacial fjord (van Mijenfjord, Spitsbergen)",POLAR BIOLOGY,30,3,295,305,,10.1007/s00300-006-0183-9,2007,,,,,
Jillian,,,492,,Marc,ISI,"Friedlander, Alan M.; Brown, Eric; Monaco, Mark E.",Defining reef fish habitat utilization patterns in Hawaii: comparisons between marine protected areas and areas open to fishing,MARINE ECOLOGY PROGRESS SERIES,351,,221,233,,10.3354/meps07112,2007,,,,,
Jillian,,,493,,Marc,ISI,"Callaway, Ruth; Engelhard, Georg H.; Dann, John; Cotter, John; Rumohr, Heye","A century of North Sea epibenthos and trawling: comparison between 1902-1912, 1982-1985 and 2000",MARINE ECOLOGY PROGRESS SERIES,346,,27,43,,10.3354/meps07038,2007,,,,,
Jillian,,,504,,Marc,ISI,"Beuchel, Frank; Gulliksen, Bjorn; Carroll, Michael L.","Long-term patterns of rocky bottom macrobenthic community structure in an Arctic fjord (Kongsfjorden, Svalbard) in relation to climate variability (1980-2003)",JOURNAL OF MARINE SYSTEMS,63,1/2/2014,35,48,,10.1016/j.jmarsys.2006.05.002,2006,,,,,
Jillian,,,511,,Marc,ISI,"Bellwood, David R.; Hoey, Andrew S.; Ackerman, John L.; Depczynski, Martial","Coral bleaching, reef fish community phase shifts and the resilience of coral reefs",GLOBAL CHANGE BIOLOGY,12,9,1587,1594,,10.1111/j.1365-2486.2006.01204.x,2006,,,,,
Jillian,,,514,,Marc,ISI,"Harvey, Chris J.; Tolimieri, Nick; Levin, Phillip S.","Changes in body size, abundance, and energy allocation in rockfish assemblages of the Northeast Pacific",ECOLOGICAL APPLICATIONS,16,4,1502,1515,,10.1890/1051-0761(2006)016[1502:CIBSAA]2.0.CO;2,2006,,,,,
Jillian,,,518,,Marc,ISI,"Smith, JR; Fong, P; Ambrose, RF",Dramatic declines in mussel bed community diversity: Response to climate change?,ECOLOGY,87,5,1153,1161,,10.1890/0012-9658(2006)87[1153:DDIMBC]2.0.CO;2,2006,,,,,
Jillian,,,534,,Marc,ISI,"Hop, Haakon; Falk-Petersen, Stig; Svendsen, Harald; Kwasniewski, Slawek; Pavlov, Vladimir; Pavlova, Olga; Soreide, Janne E.",Physical and biological characteristics of the pelagic system across Fram Strait to Kongsfjorden,PROGRESS IN OCEANOGRAPHY,71,2/4/2014,182,231,,10.1016/j.pocean.2006.09.007,2006,,,,,
Jillian,,,541,,Patrick,ISI,"Carvalho, S; Moura, A; Gaspar, MB; Pereira, P; da Fonseca, LC; Falcao, M; Drago, T; Leitao, F; Regala, J",Spatial and inter-annual variability of the macrobenthic communities within a coastal lagoon (Obidos lagoon) and its relationship with environmental parameters,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,27,3,143,159,,10.1016/j.actao.2004.11.004,2005,,,,,
Jillian,,,548,,Patrick,ISI,"Miranda, JR; Mouillot, D; Hernandez, DF; Lopez, AS; Do Chi, T; Perez, LA",Changes in four complementary facets of fish diversity in a tropical coastal lagoon after 18 years: a functional interpretation,MARINE ECOLOGY PROGRESS SERIES,304,,1,13,,,2005,,,,,
Jillian,,,559,,Patrick,ISI,"Laurans, M; Gascuel, D; Chassot, E; Thiam, D",Changes in the trophic structure of fish demersal communities in West Africa in the three last decades,AQUATIC LIVING RESOURCES,17,2,163,173,,10.1051/alr:2004023,2004,"Maybe, need to check paper ",,,,
Jillian,,,564,,Patrick,ISI,"Oliveira, EC; Qi, YB",Decadal changes in a polluted bay as seen from its seaweed flora: The case of Santos Bay in Brazil,AMBIO,32,6,403,405,,10.1639/0044-7447(2003)032[0403:DCIAPB]2.0.CO;2,2003,,,,,
Jillian,,,574,,Patrick,ISI,"Callaway, R; Alsvag, J; de Boois, I; Cotter, J; Ford, A; Hinz, H; Jennings, S; Kroncke, I; Lancaster, J; Piet, G; Prince, P; Ehrich, S",Diversity and community structure of epibenthic invertebrates and fish in the North Sea,ICES JOURNAL OF MARINE SCIENCE,59,6,1199,1214,,10.1006/jmsc.2002.1288,2002,,,,,
Jillian,,,580,,Patrick,ISI,"Poulard, JC; Leaute, JP",Interaction between marine populations and fishing activities: temporal patterns of landings of La Rochelle trawlers in the Bay of Biscay,AQUATIC LIVING RESOURCES,15,4,197,210,PII S0990-7440(02)01182-8,10.1016/S0990-7440(02)01182-8,2002,"Maybe, need to check",,,,
Jillian,,,582,,Patrick,ISI,"Ninio, R; Meekan, MG","Spatial patterns in benthic communities and the dynamics of a mosaic ecosystem on the Great Barrier Reef, Australia",CORAL REEFS,21,1,95,103,,10.1007/s00338-001-0202-9,2002,% cover of coral,,,,
Jillian,,,586,,Patrick,ISI,"Magnussen, E","Demersal fish assemblages of Faroe Bank: species composition, distribution, biomass spectrum and diversity",MARINE ECOLOGY PROGRESS SERIES,238,,211,225,,10.3354/meps238211,2002,,,,,
Jillian:- Tenzing did this,Yes,Yes,595,,Tenzing,ISI,"Methven, DA; Haedrich, RL; Rose, GA","The fish assemblage of a Newfoundland estuary: Diel, monthly and annual variation",ESTUARINE COASTAL AND SHELF SCIENCE,52,6,669,687,,10.1006/ecss.2001.0768,2001,1983-'83 to 1989-'90,,,,
Jillian,,,598,,Tenzing,ISI,"Barnes, DKA; Lehane, C","Competition, mortality and diversity in South Atlantic coastal boulder communities",POLAR BIOLOGY,24,3,200,208,,10.1007/s003000000196,2001,(refer to table 3 pg 206. diversity for same place from differen papers at different time periods),,,,
Jillian,,,608,,Tenzing,ISI,"Reyes-Bonilla, H; Cruz-Pinon, G",Biogeography of the ahermatypic corals (Scleractinia) of the Mexican Pacific,CIENCIAS MARINAS,26,3,511,531,,,2000,,,,,
Jillian,,,623,,Tenzing,ISI,"Jewett, SC; Feder, HM; Blanchard, A",Assessment of the benthic environment following offshore placer gold mining in the northeastern Bering Sea,MARINE ENVIRONMENTAL RESEARCH,48,2,91,122,,10.1016/S0141-1136(99)00034-3,1999,shanons,,,,
Jillian,,,628,,Tenzing,ISI,"Rumohr, H; Karakassis, I",Comparison of multivariate patterns: different taxonomic levels in macrofaunal analysis versus sediment profiling imagery (SPI),MARINE ECOLOGY PROGRESS SERIES,190,,125,132,,10.3354/meps190125,1999,,,,,
Jillian,,,630,,Tenzing,ISI,"Bergstrom, L; Bergstrom, U","Species diversity and distribution of aquatic macrophytes in the Northern Quark, Baltic Sea",NORDIC JOURNAL OF BOTANY,19,3,375,383,,10.1111/j.1756-1051.1999.tb01131.x,1999,Seems likely from abstract. Do not have access to full paper,,,,
Jillian,,,651,,Jarrett,ISI,"FloresRamirez, S; Urban, J; VillarrealChavez, G; VallesJimenez, R","Spatial and temporal changes in the cetacean community structure at Bahia de la Paz, BCS, Mexico (1988-1991)",CIENCIAS MARINAS,22,2,151,173,,,1996,Thar be whales,,,,
Jillian,,,654,,Jarrett,ISI,"LENIHAN, HS; OLIVER, JS",ANTHROPOGENIC AND NATURAL DISTURBANCES TO MARINE BENTHIC COMMUNITIES IN ANTARCTICA,ECOLOGICAL APPLICATIONS,5,2,311,326,,10.2307/1942024,1995,Antarctica!!!,,,,
Jillian,,,685,,Jarrett,ISI,"COLES, SL; TARR, AB",REEF FISH ASSEMBLAGES IN THE WESTERN ARABIAN GULF - A GEOGRAPHICALLY ISOLATED POPULATION IN AN EXTREME ENVIRONMENT,BULLETIN OF MARINE SCIENCE,47,3,696,720,,,1990,,,,,
Jillian,,,692,,Aaron,Aquatic Commons,"Barsky, K.","Southern California fisheries monitoring summary for 1995 and 1996.
","California Department of Fish and Game Marine Region
",,,,,,,1998,,,,,
Jillian,,,710,,Aaron,Aquatic Commons,"Heery, E. and Cope, J. ",CoÃƒÂ‚Ã‚Â_occurrence of bycatch and target species in the groundfish demersal trawl fishery of the U.S. west coast; with special consideration of rebuilding stocks.,Fishery Bulletin,112,1,36,48,"10.7755/FB.112.1.3
",,2014,,,,,
Jillian,Yes,Yes,712,,Aaron,Aquatic Commons,"Hodgson, A., Nybakken, J.","A quantitative survey of the benthic infauna of northern Monterey Bay, California: Annual report, Part 8, 1973.
","Moss Landing, CA, Moss Landing Marine Laboratories
",,,,,,,1973,,,,,
Jillian,,,717,,Aaron,Aquatic Commons,"Jensen,J. and Tanner, S.","A Preliminary CheckÃƒÂ‚Ã‚Â_List of the Marine Algae of the Moss Landing Jetty: An Annotated Floristic Compilation. Annual Report, Part 7, 1973.
",,,,,,,,1973,,,,,
Jillian,,,718,,Aaron,Aquatic Commons,"Kasulo, V.","Measuring the ecological and economic diversity of fish.
","AquaÃƒÂ‚Ã‚Â_Fish Technical Report
",2,,2,5,,,203,,,,,
Jillian,,,733,,Aaron,Aquatic Commons,"Schrader, G.","Seasonal cycles of phytoplankton in relation to the hydrography of Monterey Bay.
","Landing Marine Laboratories,
",,,,,,,1981,,,,,
Jillian,,,739,,Aaron,Aquatic Commons,"Vecchione, M., Roper, C., Sweeney, M. and Lu, C.","Distribution, relative abundance and developmental morphology of paralarval cephalopods in the Western North Atlantic Ocean.","National Marine Fisheries Service
",,,,,,,2001,,,,,
Marc,Yes,No,7,Ramalho er al. 2014,Alexa,ISI,"Ramalho, Sofia P.; Adao, Helena; Kiriakoulakis, Konstadinos; Wolff, George A.; Vanreusel, Ann; Ingels, Jeroen",Temporal and spatial variation in the Nazare Canyon (Western Iberian margin): Inter-annual and canyon heterogeneity effects on meiofauna biomass and diversity,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,83,,102,114,,10.1016/j.dsr.2013.09.010,2014,Abundances,,,,
Marc,Yes,No,8,Leite et al. 2014,Alexa,ISI,"Leite, Nuno; Guerra, Alexandra; Almeida, Alda; Marques, Joao Carlos; Martins, Irene",Long term variation of an amphipod species' population secondary production as indicator of incomplete resilience in a temperate estuary,ECOLOGICAL INDICATORS,36,,324,333,,10.1016/j.ecolind.2013.08.001,2014,Density,,,,
Marc,No,,15,Miller et al. 2013,Alexa,ISI,"Miller, Ian; Cripps, Edward",Three dimensional marine seismic survey has no measurable effect on species richness or abundance of a coral reef associated fish community,MARINE POLLUTION BULLETIN,77,1/2/2014,63,70,,10.1016/j.marpolbul.2013.10.031,2013,compares to historical data,,,,
