-,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Reason Rejected
Daniel,,,518,,Marc,ISI,"Smith, JR; Fong, P; Ambrose, RF",Dramatic declines in mussel bed community diversity: Response to climate change?,
Daniel,,,534,,Marc,ISI,"Hop, Haakon; Falk-Petersen, Stig; Svendsen, Harald; Kwasniewski, Slawek; Pavlov, Vladimir; Pavlova, Olga; Soreide, Janne E.",Physical and biological characteristics of the pelagic system across Fram Strait to Kongsfjorden,
Daniel,,,541,,Patrick,ISI,"Carvalho, S; Moura, A; Gaspar, MB; Pereira, P; da Fonseca, LC; Falcao, M; Drago, T; Leitao, F; Regala, J",Spatial and inter-annual variability of the macrobenthic communities within a coastal lagoon (Obidos lagoon) and its relationship with environmental parameters,
Daniel,Yes,No,548,,Patrick,ISI,"Miranda, JR; Mouillot, D; Hernandez, DF; Lopez, AS; Do Chi, T; Perez, LA",Changes in four complementary facets of fish diversity in a tropical coastal lagoon after 18 years: a functional interpretation,Not a diversity paper
Daniel,,,559,,Patrick,ISI,"Laurans, M; Gascuel, D; Chassot, E; Thiam, D",Changes in the trophic structure of fish demersal communities in West Africa in the three last decades,
Daniel,Yes,No,564,,Patrick,ISI,"Oliveira, EC; Qi, YB",Decadal changes in a polluted bay as seen from its seaweed flora: The case of Santos Bay in Brazil,
Daniel,Yes,No,574,,Patrick,ISI,"Callaway, R; Alsvag, J; de Boois, I; Cotter, J; Ford, A; Hinz, H; Jennings, S; Kroncke, I; Lancaster, J; Piet, G; Prince, P; Ehrich, S",Diversity and community structure of epibenthic invertebrates and fish in the North Sea,
Daniel,,,580,,Patrick,ISI,"Poulard, JC; Leaute, JP",Interaction between marine populations and fishing activities: temporal patterns of landings of La Rochelle trawlers in the Bay of Biscay,
Daniel,Yes,No,582,,Patrick,ISI,"Ninio, R; Meekan, MG","Spatial patterns in benthic communities and the dynamics of a mosaic ecosystem on the Great Barrier Reef, Australia",
Daniel,,,586,,Patrick,ISI,"Magnussen, E","Demersal fish assemblages of Faroe Bank: species composition, distribution, biomass spectrum and diversity",
Daniel,,,598,,Tenzing,ISI,"Barnes, DKA; Lehane, C","Competition, mortality and diversity in South Atlantic coastal boulder communities",
Daniel,,,608,,Tenzing,ISI,"Reyes-Bonilla, H; Cruz-Pinon, G",Biogeography of the ahermatypic corals (Scleractinia) of the Mexican Pacific,
Daniel,Yes,No,623,,Tenzing,ISI,"Jewett, SC; Feder, HM; Blanchard, A",Assessment of the benthic environment following offshore placer gold mining in the northeastern Bering Sea,
Daniel,,,628,,Tenzing,ISI,"Rumohr, H; Karakassis, I",Comparison of multivariate patterns: different taxonomic levels in macrofaunal analysis versus sediment profiling imagery (SPI),
Daniel,,,630,,Tenzing,ISI,"Bergstrom, L; Bergstrom, U","Species diversity and distribution of aquatic macrophytes in the Northern Quark, Baltic Sea",
Daniel,,,651,,Jarrett,ISI,"FloresRamirez, S; Urban, J; VillarrealChavez, G; VallesJimenez, R","Spatial and temporal changes in the cetacean community structure at Bahia de la Paz, BCS, Mexico (1988-1991)",
Daniel,Yes,No,654,,Jarrett,ISI,"LENIHAN, HS; OLIVER, JS",ANTHROPOGENIC AND NATURAL DISTURBANCES TO MARINE BENTHIC COMMUNITIES IN ANTARCTICA,
Daniel,,,685,,Jarrett,ISI,"COLES, SL; TARR, AB",REEF FISH ASSEMBLAGES IN THE WESTERN ARABIAN GULF - A GEOGRAPHICALLY ISOLATED POPULATION IN AN EXTREME ENVIRONMENT,
Daniel,,,692,,Aaron,Aquatic Commons,"Barsky, K.",Southern California fisheries monitoring summary for 1995 and 1996.,
Daniel,Yes,No,710,,Aaron,Aquatic Commons,"Heery, E. and Cope, J.",CoÌÄåâÌâå_occurrence of bycatch and target species in the groundfish demersal trawl fishery of the U.S. west coast; with special consideration of rebuilding stocks.,
Daniel,Yes,No,717,,Aaron,Aquatic Commons,"Jensen,J. and Tanner, S.","A Preliminary CheckÌÄåâÌâå_List of the Marine Algae of the Moss Landing Jetty: An Annotated Floristic Compilation. Annual Report, Part 7, 1973.",Only a species list
Daniel,Yes,No,718,,Aaron,Aquatic Commons,"Kasulo, V.",Measuring the ecological and economic diversity of fish.,
Daniel,Yes,No,733,,Aaron,Aquatic Commons,"Schrader, G.",Seasonal cycles of phytoplankton in relation to the hydrography of Monterey Bay.,
Daniel,Yes,No,739,,Aaron,Aquatic Commons,"Vecchione, M., Roper, C., Sweeney, M. and Lu, C.","Distribution, relative abundance and developmental morphology of paralarval cephalopods in the Western North Atlantic Ocean.",
Daniel,Yes,No,629,,Tenzing,ISI,"Lekve, K; Stenseth, NC; Gjosaeter, J; Fromentin, JM; Gray, JS",Spatio-temporal patterns in diversity of a fish assemblage along the Norwegian Skagerrak coast,Data totally exists but spp richness was not reported here outside of a PCA
Daniel,,,653,,Tenzing,ISI,"WEBBER, MK; ROFF, JC","ANNUAL STRUCTURE OF THE COPEPOD COMMUNITY AND ITS ASSOCIATED PELAGIC ENVIRONMENT OFF DISCOVERY-BAY, JAMAICA",
Daniel,,,671,,Jarrett,ISI,"JONES, GP; FERRELL, DJ; SALE, PF",FISH FEEDING AND DYNAMICS OF SOFT-SEDIMENT MOLLUSK POPULATIONS IN A CORAL-REEF LAGOON,
Daniel,Yes,No,681,,Jarrett,ISI,"GOENAGA, C",THE STATE OF CORAL REEFS IN THE WIDER CARIBBEAN,
Daniel,Yes,No,686,,Jarrett,ISI,"REID, PC; LANCELOT, C; GIESKES, WWC; HAGMEIER, E; WEICHART, G",PHYTOPLANKTON OF THE NORTH-SEA AND ITS DYNAMICS - A REVIEW,
Daniel,,,688,,Jarrett,ISI,"Tunnicliffe, Verena",High species diversity and abundance of the epibenthic community in an oxygen-deficient basin,
Daniel,Yes,No,696,,Aaron,Aquatic Commons,"Bortone, S., Van Orman, D.",Data base formation and assessment of biotic and abiotic parameters associated with artificial reefs.,
Daniel,Yes,No,703,,Aaron,Aquatic Commons,"Drobeck, K. and Johnston, M.",Environmental impact of hydraulic escalator dredging on oyster communities.,
Daniel,,,720,,Aaron,Aquatic Commons,Klenz,Fischlarven der westlichen Ostsee ÌÄå¢ÌâåÛÌâåÒ BiodiversitÌÄåÄÌâå_tsuntersuchungen von 2000 bis 2005.,
Daniel,,,729,,Aaron,Aquatic Commons,"Parker, R. and Mays, R.","Southeastern U.S. Deepwater Reef Fish Assemblages, Habitat Characteristics, Catches, and Life History Summaries.",
Daniel,,,87,Marques et al. 2013,Alexa,ISI,"Marques, Luisa; Carrico, Ana; Bessa, Filipa; Gaspar, Rui; Neto, Joao M.; Patricio, Joana",Response of intertidal macrobenthic communities and primary producers to mitigation measures in a temperate estuary,
Daniel,,,102,Edmunds et al. 2013,Alexa,ISI,"Edmunds, Peter J.","Decadal-scale changes in the community structure of coral reefs of St. John, US Virgin Islands",
Daniel,,,280,,Daniel,ISI,"Magurran, Anne E.; Henderson, Peter A.",Temporal turnover and the maintenance of diversity in ecological assemblages,
Daniel,Yes,No,388,,Jillian,ISI,"Tunin-Ley, Alina; Ibanez, Frederic; Labat, Jean-Philippe; Zingone, Adriana; Lemee, Rodolphe",Phytoplankton biodiversity and NW Mediterranean Sea warming: changes in the dinoflagellate genus Ceratium in the 20th century,
Daniel,,,545,,Patrick,ISI,"Raut, D; Ganesh, T; Murty, NVSS; Raman, AV","Macrobenthos of Kakinada Bay in the Godavari delta, East coast of India: comparing decadal changes",
Daniel,,,572,,Patrick,ISI,"Shears, NT; Babcock, RC",Continuing trophic cascade effects after 25 years of no-take marine reserve protection,
Daniel,,,270,,Daniel,ISI,"Mikac, B.; Musco, L.; Dakovac, T.; Giangrande, A.; Terlizzi, A.",Long-term changes in North Adriatic soft-bottom polychaete assemblages following a dystrophic crisis,
Daniel,,,308,,Jillian,ISI,"Reyes-Bonilla, Hector; Calderon-Aguilera, Luis E.; Cruz-Pinon, Gabriela; Andres Lopez-Perez, Ramon; Medina-Rosas, Pedro",Evaluation of gamma diversity of reef corals (Scleractinia) in the Mexican Pacific,
Daniel,Yes,No,317,,Jillian,ISI,"Zacagnini Amaral, Antonia Cecilia; Migotto, Alvaro Eseves; Turra, Alexander; Schaeffer-Novelli, Yara","Araca: biodiversity, impacts and threats",
Daniel,,,364,,Jillian,ISI,"Wilson, S. K.; Dolman, A. M.; Cheal, A. J.; Emslie, M. J.; Pratchett, M. S.; Sweatman, H. P. A.",Maintenance of fish diversity on disturbed coral reefs,
Daniel,,,365,,Jillian,ISI,"Frenzel, Peter; Borrmann, Corinna; Lauenburg, Beate; Bohling, Bjoern; Bartholdy, Jan",Environmental impact assessment of sediment dumping in the southern Baltic Sea using meiofaunal indicators,
Marc,Yes,No,379,,Jillian,ISI,"Bresnan, E.; Hay, S.; Hughes, S. L.; Fraser, S.; Rasmussen, J.; Webster, L.; Slesser, G.; Dunn, J.; Heath, M. R.",Seasonal and interannual variation in the phytoplankton community in the north east of Scotland,No species richness
Marc,Yes,No,390,,Jillian,ISI,"Love, Joseph W.; Chigbu, Paulinus; May, Eric B.",Environmental Variability Affects Distributions of Coastal Fish Species (Maryland),Full community not reported 
Marc,Yes,No,398,,Jillian,ISI,"Schratzberger, M.; Forster, R. M.; Goodsir, F.; Jennings, S.",Nematode community dynamics over an annual production cycle in the central North Sea,No species richness
Marc,Yes,No,401,,Jillian,ISI,"Clarke, Andrew",Antarctic marine benthic diversity: patterns and processes,No species richness
Marc,Yes,No,414,,Jillian,ISI,"Herbert, D. A.; Fourqurean, J. W.",Ecosystem structure and function still altered two decades after short-term fertilization of a seagrass meadow,Studies dominance shift not change in richness
Marc,Yes,Yes,424,,Marc,ISI,"Zedler, Joy B.; West, Janelle M.",Declining diversity in natural and restored salt marshes: A 30-year study of Tijuana Estuary,
Marc,Yes,No,427,,Marc,ISI,"Brown, Susan L.; Landry, Michael R.; Selph, Karen E.; Yang, Eun Jin; Rii, Yoshimi M.; Bidigare, R. R.",Diatoms in the desert: Plankton community response to a mesoscale eddy in the subtropical North Pacific,
Marc,Yes,Yes,444,,Marc,ISI,"Rojo-Vazquez, J. A.; Quinonez-Velazquez, C.; Echavarria-Heras, H. A.; Lucano-Ramirez, G.; Godinez-Dominguez, E.; Ruiz-Ramirez, S.; Galvan-Pina, V. H.; Sosa-Nishizaki, O.","The fish species composition and variation of catch from the small-scale gillnet fishery before, during and after the 1997-1998 ENSO event, central Mexican Pacific",
Marc,Yes,No,445,,Marc,ISI,"Beninca, Elisa; Huisman, Jef; Heerkloss, Reinhard; Johnk, Klaus D.; Branco, Pedro; Van Nes, Egbert H.; Scheffer, Marten; Ellner, Stephen P.",Chaos in a long-term experiment with a plankton community,Not in the field
Marc,Yes,No,449,,Marc,ISI,"Shimanaga, M.; Nomaki, H.; Iijima, K.","Spatial changes in the distributions of deep-sea ""Cerviniidae"" (Harpacticoida, Copepoda) and their associations with environmental factors in the bathyal zone around Sagami Bay, Japan",No year by year data reported
Marc,Yes,No,452,,Marc,ISI,"Haputhantri, S. S. K.; Villanueva, M. C. S.; Moreau, J.",Trophic interactions in the coastal ecosystem of Sri Lanka: An ECOPATH preliminary approach,Modelling 
Marc,Yes,No,456,,Marc,ISI,"Shao, Mei-Ling; Xie, Zhi-Cai; Han, Xin-Qin; Cao, Mfng; Cai, Qing-Hua","Macroinvertebrate community structure in Three-Gorges Reservoir, China",Not marine
Marc,Yes,No,475,,Marc,ISI,"Pombo, Lucia; Rebelo, J. E.; Elliott, M.","The structure, diversity and somatic production of the fish community in an estuarine coastal lagoon, Ria de Aveiro (Portugal)",Only one year
Marc,Yes,Yes,485,,Marc,ISI,"Henderson, P. A.",Discrete and continuous change in the fish community of the Bristol Channel in response to climate change,
Marc,Yes,No,487,,Marc,ISI,"Oguz, Temel; Gilbert, Denis",Abrupt transitions of the top-down controlled Black Sea pelagic ecosystem during 1960-2000: Evidence for regime-shifts under strong fishery exploitation and nutrient enrichment modulated by climate-induced variations,No species richness
Marc,Yes,No,494,,Marc,ISI,"Chassot, Emmanuel; Melin, Freddric; Le Pape, Olivier; Gascuel, Didier",Bottom-up control regulates fisheries production at the scale of eco-regions in European seas,No species richness
Marc,Yes,No,503,,Marc,ISI,"Frederiksen, Morten; Edwards, Martin; Richardson, Anthony J.; Halliday, Nicholas C.; Wanless, Sarah",From plankton to top predators: bottom-up control of a marine food web across four trophic levels,No species richness
Marc,Yes,Yes,506,,Marc,ISI,"Hooff, Rian C.; Peterson, William T.",Copepod biodiversity as an indicator of changes in ocean and climate conditions of the northern California current ecosystem,
Marc,Yes,No,532,,Marc,ISI,"Hedd, A; Bertram, DF; Ryder, JL; Jones, IL",Effects of interdecadal climate variability on marine trophic interactions: rhinoceros auklets and their fish prey,No spp richness
Marc,Yes,No,550,,Patrick,ISI,"Bowden, DA",Seasonality of recruitment in Antarctic sessile marine benthos,Too short
Marc,Yes,No,562,,Patrick,ISI,"Janas, U; Wocial, JA; Szaniawska, A",Seasonal and annual changes in the macrozoobenthic populations of the Gulf of Gdansk with respect to hypoxia and hydrogen sulphide,No spp richness reported
Marc,Yes,No,569,,Patrick,ISI,"Nichols, FH",Interdecadal change in the deep Puget Sound benthos,No species richness
Marc,Yes,Yes,581,,Patrick,ISI,"Blanchard, AL; Feder, HM; Shaw, DG","Long-term investigation of benthic fauna and the influence of treated ballast water disposal in Port Valdez, Alaska",
Marc,Yes,No,583,,Patrick,ISI,"Nanami, A; Nishihira, M",The structures and dynamics of fish communities in an Okinawan coral reef: Effects of coral-based habitat structures at sites with rocky and sandy sea bottoms,No spp richness
Marc,Yes,No,605,,Tenzing,ISI,"Conley, DJ; Kaas, H; Mohlenberg, F; Rasmussen, B; Windolf, J",Characteristics of Danish estuaries,No idea why this even made it through the first round of filtering
Marc,Yes,No,626,,Tenzing,ISI,"Arnott, SE; Yan, ND; Magnuson, JJ; Frost, TM",Interannual variability and species turnover of crustacean zooplankton in Shield lakes,"As the title suggests, this is in a lake"
Marc,Yes,No,650,,Jarrett,ISI,"Kelly, JP; Evens, JG; Stallcup, RW; Wimpfheimer, D","Effects of aquaculture on habitat use by wintering shorebirds in Tomales Bay, California",No species richness
Marc,Yes,No,655,,Tenzing,ISI,"MOLINA, L; ZAMORA, OA; ZAMORA, JA","POLYCHAETES (ANNELIDA-POLYCHAETA) OF ESTERO-DE-JALTEPEQUE, EL-SALVADOR - COMPARISON 1959-1991",Cant access
Marc,Yes,No,657,,Tenzing,ISI,"STEPHENS, JS; MORRIS, PA; PONDELLA, DJ; KOONCE, TA; JORDAN, GA","OVERVIEW OF THE DYNAMICS OF AN URBAN ARTIFICIAL REEF FISH ASSEMBLAGE AT KING-HARBOR, CALIFORNIA, USA, 1974-1991 - A RECRUITMENT DRIVEN SYSTEM",Cant access
Marc,Yes,No,677,,Jarrett,ISI,"ANGEL, MV",VARIATIONS IN TIME AND SPACE - IS BIOGEOGRAPHY RELEVANT TO STUDIES OF LONG-TIME SCALE CHANGE,Cant access
Marc,Yes,No,709,,Aaron,Aquatic Commons,"Hart, T., Clemons, J., Wakefield, W., Heppel, S.","Day and night abundance, distribution, and activity patterns of demersal fishes on Heceta Bank, Oregon.",No species richness
Marc,Yes,No,711,,Aaron,Aquatic Commons,"Hill, R. and Garcia, J.","Techniques and assessments of baseline conditions for identifying changes associated with the marine fishery reserve in La Parguera, Puerto Rico.",No species richness
Marc,Yes,No,721,,Aaron,Aquatic Commons,"Klenz, B.",Ichthyoplanktonaufnahmen als Beitrag zu BiodiversitÌÄåÄÌâå_tsuntersuchungen in der westlichen Ostsee.,Not in english
Marc,Yes,No,736,,Aaron,Aquatic Commons,"Staaf, D., Redfern, J., Gilly, W., Watson, W. and Ballance,L.",Distribution of ommastrephid paralarvae in the eastern tropical Pacific.,No species richness
Marc,Yes,No,743,,Aaron,Aquatic Commons,"Wood, A., Collie, J. and Hare, J.",A comparison between warmÌÄåâÌâå_water fish assemblages of Narragansett Bay and those of Long Island Sound waters.,"No spp richness, only a species accumulation curve"
Marc,Yes,No,539,,Patrick,ISI,"Sampaio de Souza, Christiane; Mafalda Jr, Paulo; SallÌÄåÄÌâå©s, Soluna; Ramirez, Teodoro; CortÌÄåÄÌâå©s, Dolores; Garcia, AntÌÄåÄÌâå«nio; Mercado, Jesus; Vargas-YaÌÄåÄÌâå±ez, Manuel","Tendencias estacionales y espaciales en la comunidad mesozooplanctÌÄåÄÌâå_nica en una serie temporal plurianual en el noroeste del Mar de AlborÌÄåÄÌâåÁn, EspaÌÄåÄÌâå±a",Not in english
Marc,Yes,No,683,,Jarrett,ISI,"TSUTSUMI, H; KIKUCHI, T; TANAKA, M; HIGASHI, T; IMASAKA, K; MIYAZAKI, M",BENTHIC FAUNAL SUCCESSION IN A COVE ORGANICALLY POLLUTED BY FISH FARMING,No species richness
Marc,Yes,No,687,,Jarrett,ISI,"SIMENSTAD, CA; SMALL, LF; MCINTIRE, CD",CONSUMPTION PROCESSES AND FOOD WEB STRUCTURE IN THE COLUMBIA RIVER ESTUARY,No species richness
Marc,Yes,No,708,,Aaron,Aquatic Commons,"Harding, J., Ammann, A. and MacFarlane, R.",Regional and seasonal patterns of epipelagic fish assemblages from the central California Current.,No species richness
Marc,Yes,No,723,,Aaron,Aquatic Commons,"Lhomme, F.",Campagnes Nizery: Togo 3 (16 au 18/08/83) et Togo 4 (28 au 30/11/83). Resultats des chalutages.,Not in english
Marc,Yes,No,728,,Aaron,Aquatic Commons,"Pakhomov, E. and Yamamura, O.",Report of the Advisory Panel on Micronekton Sampling InterÌÄåâÌâå_calibration Experiment.,No spp richness
Marc,Yes,Yes,621,,Tenzing,ISI,"Williams, GD; Zedler, JB",Fish assemblage composition in constructed and natural tidal marshes of San Diego Bay: Relative influence of channel morphology and restoration history,
Marc,Yes,No,15,Miller et al. 2013,Alexa,ISI,"Miller, Ian; Cripps, Edward",Three dimensional marine seismic survey has no measurable effect on species richness or abundance of a coral reef associated fish community,Not sure if richness graph is median or means.  Surveys werent taken at the same time of year before and after the event
Marc,Yes,No,185,,Daniel,ISI,"Moulding, Alison L.; Kosmynin, Vladimir N.; Gilliam, David S.","Coral recruitment to two vessel grounding sites off southeast Florida, USA",No richness
Marc,Yes,Yes,307,,Jillian,ISI,"Hernandez, Frank J., Jr.; Powers, Sean P.; Graham, William M.",Seasonal variability in ichthyoplankton abundance and assemblage composition in the northern Gulf of Mexico off Alabama,No richness
Marc,No,Yes,331,,Jillian,ISI,"Henderson, P. A.; Bird, D. J.",Fish and macro-crustacean communities and their dynamics in the Severn Estuary,Data cant be extracted.  Revisit if you want
Marc,Yes,Yes,350,,Jillian,ISI,"Cartes, J. E.; Maynou, F.; Fanelli, E.; Papiol, V.; Lloris, D.",Long-term changes in the composition and diversity of deep-slope megabenthos and trophic webs off Catalonia (western Mediterranean): Are trends related to climatic oscillations?,
Marc,Yes,No,372,,Jillian,ISI,"Vilchis, L. Ignacio; Ballance, Lisa T.; Watson, William",Temporal variability of neustonic ichthyoplankton assemblages of the eastern Pacific warm pool: Can community structure be linked to climate variability?,
Marc,Yes,No,384,,Jillian,ISI,"Coll, Marta; Santojanni, Alberto; Palomera, Isabel; Arneri, Enrico",Food-web changes in the Adriatic Sea over the last three decades,
Marc,Yes,No,457,,Marc,ISI,"Metcalfe, K. N.; Glasby, C. J.","Diversity of polychaeta (Annelida) and other worm taxa in mangrove habitats of Darwin Harbour, northern Australia",
Marc,Yes,No,491,,Marc,ISI,"Hoste, Eveline; Vanhove, Sandra; Schewe, Ingo; Soltwedel, Thomas; Vanreusel, Ann",Spatial and temporal variations in deep-sea meiofauna assemblages in the Marginal Ice Zone of the Arctic Ocean,
Marc,Yes,No,499,,Marc,ISI,"Steele, J. H.; Collie, J. S.; Bisagni, J. J.; Gifford, D. J.; Fogarty, M. J.; Link, J. S.; Sullivan, B. K.; Sieracki, M. E.; Beet, A. R.; Mountain, D. G.; Durbin, E. G.; Palka, D.; Stockhausen, W. T.",Balancing end-to-end budgets of the Georges Bank ecosystem,
Marc,Yes,Yes,625,,Tenzing,ISI,"Lindstrom, SC; Houghton, JP; Lees, DC","Intertidal macroalgal community structure in southwestern Prince William Sound, Alaska",
Marc,Yes,No,642,,Tenzing,ISI,"Olsgard, F; Somerfield, PJ; Carr, MR","Relationships between taxonomic resolution, macrobenthic community patterns and disturbance",
