"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","PltSzUnits","SiAreaCalc","SiLinearExtentUnits","Event_type","Lat","Long","A_priori","Year_of_Event"
"Y","551","Ohgaki and Kosuge (2004)","PK",NA,NA,"Gastropods, slugs and thangs FTW","coastal shelf","Nagura Estuary",NA,NA,"No",NA,"Study that looked at the gastropod communities in Nagura Estuary, Japan","Table 2","Nagura Estuary",4,"m^2",NA,NA,"",4,"m^2",1734,"Mixed","Drdg",1,28,829,NA,NA,NA,1989,6,12,NA,NA,2.41,NA,NA,8.9521,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,1040,NA,NA,NA,1999,6,19,NA,NA,3.16,NA,NA,6.915335729,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,0.45953232937844,NA,NA,NA,0.75,NA,NA,NA,0.270945280096257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Sewage outfall","Yes","1992",NA,"Figure 4","115 m downcurrent",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2851,"Mixed","Drdg",6,0,190.0167328,"21.01318858","SE",NA,1990,11,13.83792998,0.801405803,"SE",NA,NA,NA,NA,NA,NA,0.013586957,0.013586957,"SE",1.96303529425542,NA,NA,0.0332811118071361,6,0,267.4670286,"39.02027695","SE",NA,1998,11,22.94321766,1.35211327,"SE",NA,NA,NA,NA,NA,NA,0.010869565,0.010869565,"SE",3.31198758594602,NA,NA,0.026624887976015,8,9.10528768,2.47046155599217,3.08621360346825,0.730196433593019,0.505608994948467,0.00682709898936944,3.08621360346825,0.839526998112262,NA,NA,NA,NA,NA,NA,NA,NA,-0.002717392,0.000302752843809074,-0.0832011896935134,0.333621768248601,-0.223143606514209,2,-0.0832011896935134,0.34089269236269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Sewage outfall","Yes","1992",NA,"Figure 4","166 m downcurrent",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2855,"Mixed","Drdg",6,0,264.4651445,"33.01650878","SE",NA,1988,11,20.03830601,0.901572747,"SE",NA,NA,NA,NA,NA,NA,0.009057971,0.009057971,"SE",2.20839319614935,NA,NA,0.0221874070549275,6,0,180.4166063,"18.00708837","SE",NA,1998,11,19.93813907,1.953395912,"SE",NA,NA,NA,NA,NA,NA,0.009057971,0.009057971,"SE",4.78482325003859,NA,NA,0.0221874070549275,10,-0.100166940000001,4.62858900715144,-0.0248039847893735,0.333358968235893,-0.00501130850557638,0.0116229971920223,-0.0248039847893735,0.340621000094756,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000164093677273682,0,0.333333333333333,0,2,0,0.340583782872504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Sewage outfall","Yes","1992",NA,"Figure 4","434 m downcurrent",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2859,"Mixed","Drdg",6,0,228.4425355,"24.01507266","SE",NA,1988,11,17.23363156,0.801405803,"SE",NA,NA,NA,NA,NA,NA,0.010869565,0.010869565,"SE",1.96303529425542,NA,NA,0.026624887976015,6,0,279.478781,"51.03202941","SE",NA,1998,11,21.54081019,2.754590985,"SE",NA,NA,NA,NA,NA,NA,0.00634058,0.00634058,"SE",6.74734236332051,NA,NA,0.0155311856732962,10,4.30717863,8.23002275572535,0.799859532329987,0.359990636310798,0.223086486379527,0.0185152029074211,0.799859532329988,0.387219452449269,NA,NA,NA,NA,NA,NA,NA,NA,-0.004528985,0.000158350398025625,-0.191739973076906,0.334865175719814,-0.538996435018402,2,-0.191739973076906,0.342528165396937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Historical chemical dump site","Yes","1981","Waste dumped until 1981. Waste started in 1955 (wikipedia Winter Quarters Bay)","Figure 4","chemical dump",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2838,"Mixed","Drdg",6,0,84.35631563,"18.0113045","SE",NA,1988,11,10.37219583,1.202073582,"SE",NA,NA,NA,NA,NA,NA,0.017028986,0.017028986,"SE",2.94446690917963,NA,NA,0.0417123265369983,6,0,84.3520995,"15.01785267","SE",NA,1998,11,13.42735789,0.550918197,"SE",NA,NA,NA,NA,NA,NA,0.019927536,0.019927536,"SE",1.3494684726641,NA,NA,0.0488122950309425,10,3.05516206,1.74849175632804,1.23090296290345,0.39646342100352,0.258165511099103,0.0151148040742938,1.23090296290345,0.43257758742159,NA,NA,NA,NA,NA,NA,NA,NA,0.00289855,0.000687093055219492,0.0589107261910208,0.333477936402515,0.157185542949879,2,0.0589107261910208,0.340735122418712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","No",NA,"No",NA,NA,"Figure 4","downcurrent reference",0.0075,"m^2",NA,NA,"",0.0075,"m^2",2867,"Mixed","Drdg",6,0,774.7854385,"69.04755003","SE",NA,1988,11,17.68438281,0.901502504,"SE",NA,NA,NA,NA,NA,NA,0.022644928,0.022644928,"SE",2.20822113664135,NA,NA,0.0554685188620636,6,0,1391.672618,"282.1813199","SE",NA,1993,11,19.9132027,0.951585977,"SE",NA,NA,NA,NA,NA,NA,0.015398551,0.015398551,"SE",2.33090009003781,NA,NA,0.0377185927282236,5,2.22881989,1.71822263634131,0.905850682838961,0.367523560816659,0.118701041023146,0.00488225493266029,0.905850682838961,0.375619616285651,NA,NA,NA,NA,NA,NA,NA,NA,-0.007246377,0.000749908137024785,-0.140973749633056,0.334161399920233,-0.385662483409632,2,-0.140973749633056,0.341544200619296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Sewage outfall","Yes","1992",NA,"Figure 4","sewage outfall",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2846,"Mixed","Drdg",6,0,147.4262067,"30.15075377","SE",NA,1988,11,18.7862192,0.951585977,"SE",NA,NA,NA,NA,NA,NA,0.009963768,0.009963768,"SE",2.33090009003781,NA,NA,0.0244061475154713,6,0,608.7454077,"75.37266163","SE",NA,1998,11,15.08004224,1.001739692,"SE",NA,NA,NA,NA,NA,NA,0.015398551,0.015398551,"SE",2.45375110049278,NA,NA,0.0377185927282236,10,-3.70617696,1.9089982821513,-1.42904117563872,0.418423278402954,-0.219751416130956,0.00697846997438674,-1.42904117563872,0.427753513377651,NA,NA,NA,NA,NA,NA,NA,NA,0.005434783,0.000336392045657425,0.157863129741983,0.334371698655497,0.435318100776562,2,0.157863129741983,0.341822867826407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","Yes","Historical chemical dump site, sewage outfall",NA,"1981, 1992","transition zone between historical waste dump site and sewage outfall","Figure 4","transition",0.0075,"m^2","Pollution","Negative","",0.0075,"m^2",2843,"Mixed","Drdg",6,0,271.067603,"21.01740471","SE",NA,1990,11,16.84293832,0.851489275,"SE",NA,NA,NA,NA,NA,NA,0.017210145,0.017210145,"SE",2.08571424520238,NA,NA,0.0421560736493112,6,0,207.433563,"21.01318858","SE",NA,1998,11,16.08171169,0.651085142,"SE",NA,NA,NA,NA,NA,NA,0.026268116,0.026268116,"SE",1.59482637700753,NA,NA,0.0643434807042387,8,-0.761226629999999,1.14894584757319,-0.378342868550364,0.339297638590955,-0.0462487716854125,0.00419489621980631,-0.378342868550363,0.347096412166717,NA,NA,NA,NA,NA,NA,NA,NA,0.009057971,0.000986203009110481,0.153662934862554,0.334317179064607,0.422856848816404,2,0.153662934862554,0.341749333092669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"554","Conlan et al 2004","JD",NA,NA,"Benthic fauna","subtidal mudflat","McMurdo Sound, Antarctica","No",NA,"No",NA,NA,"Figure 4","upcurrent reference",0.0075,"m^2",NA,NA,"",0.0075,"m^2",2865,"Mixed","Drdg",6,0,582.6648572,"39.02449308","SE",NA,1988,11,21.54081019,0.55098844,"SE",NA,NA,NA,NA,NA,NA,0.00634058,0.00634058,"SE",1.3496405321721,NA,NA,0.0155311856732962,6,0,1171.034137,"144.0946521","SE",NA,1998,11,22.59256311,0.901502504,"SE",NA,NA,NA,NA,NA,NA,0.026268116,0.026268116,"SE",2.20822113664135,NA,NA,0.0643434807042387,10,1.05175292,1.1162950257319,0.530329262286582,0.345052046934893,0.0476715018964593,0.0022464951108043,0.530329262286582,0.355047999807168,NA,NA,NA,NA,NA,NA,NA,NA,0.019927536,0.000730216872925856,0.392870147464035,0.33976445636535,1.42138563742377,2,0.392870147464034,0.352358373215625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","556","Shimanga et al (2004)","PK",NA,NA,"Copepods","coastal shelf","Sagami Bay, Japan","No",NA,"No",NA,"A study that looked at the diversity and abundance of deep-sea copepods in Sagami Bay in Japan. Looked at the dead copepods in the sediment","Table 2 & 3","Sagami Bay",0.025,"m^2",NA,NA,"",0.025,"m^2",1603,"Mixed","Drdg",3,NA,206,NA,NA,NA,1996,12,27.71,3.38,"SD",4.52,0.45,"SD",NA,NA,NA,0.91,0.04,"SD",3.38,0.45,NA,0.04,3,NA,267,NA,NA,NA,1997,12,22.16,3.7,"SD",4.14,0.58,"SD",NA,NA,NA,0.85,0.05,"SD",3.7,0.58,NA,0.05,1,-5.55,8.37146666666667,-1.24964495127566,0.796801042020729,-0.223504496995804,0.014252230056596,-1.24964495127566,0.761900256920716,-0.38,0.179633333333333,-0.584096446539603,0.695097388238349,-0.0878162060069168,0.00984625422888441,-0.584096446539604,0.665445227530351,-0.0600000000000001,0.00136666666666667,-1.05733931617223,0.75983053579363,-0.0682082500265337,0.00179744713757414,-1.05733931617223,0.729871543537483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","8",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",127,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,8.7,NA,NA,1.5,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,21.5,NA,NA,2.4,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,1,12.8,NA,NA,NA,0.904729909473079,NA,NA,NA,0.9,NA,NA,NA,0.470003629245735,NA,NA,NA,0.13,NA,NA,NA,0.196114878926291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","B",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",128,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,17.6,NA,NA,2.4,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,25.5,NA,NA,2.3,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,1,7.9,NA,NA,NA,0.370779550120274,NA,NA,NA,-0.1,NA,NA,NA,-0.042559614418796,NA,NA,NA,-0.12,NA,NA,NA,-0.162518929497775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","C",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",129,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,30.8,NA,NA,2.7,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,27.3,NA,NA,2.5,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,1,-3.5,NA,NA,NA,-0.120627987788615,NA,NA,NA,-0.2,NA,NA,NA,-0.0769610411361284,NA,NA,NA,0.05,NA,NA,NA,0.0689928714869514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","D",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",130,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,21.8,NA,NA,1.6,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,26.5,NA,NA,2.2,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,1,4.7,NA,NA,NA,0.195234763197133,NA,NA,NA,0.6,NA,NA,NA,0.318453731118535,NA,NA,NA,0.16,NA,NA,NA,0.27763173659828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","E",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",131,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,19.7,NA,NA,2.4,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,23.3,NA,NA,1.7,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,1,3.6,NA,NA,NA,0.167834724827712,NA,NA,NA,-0.7,NA,NA,NA,-0.344840486291729,NA,NA,NA,-0.13,NA,NA,NA,-0.205443974214809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","G",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",132,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,23.4,NA,NA,2.2,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,31.3,NA,NA,2.7,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,1,7.9,NA,NA,NA,0.290882075182452,NA,NA,NA,0.5,NA,NA,NA,0.204794412646013,NA,NA,NA,0.15,NA,NA,NA,0.22314355131421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","H",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",133,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,6.8,NA,NA,1.3,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,27.3,NA,NA,2.2,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,1,20.5,NA,NA,NA,1.38996409000885,NA,NA,NA,0.9,NA,NA,NA,0.526093095896779,NA,NA,NA,-0.0599999999999999,NA,NA,NA,-0.089612158689687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","I",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",134,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,23.4,NA,NA,2.6,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,30.2,NA,NA,2.3,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,1,6.8,NA,NA,NA,0.255105902017168,NA,NA,NA,-0.3,NA,NA,NA,-0.122602322092333,NA,NA,NA,-0.16,NA,NA,NA,-0.22314355131421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","N",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",135,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,18.6,NA,NA,1.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,27.3,NA,NA,2.6,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,1,8.7,NA,NA,NA,0.383725121471759,NA,NA,NA,0.9,NA,NA,NA,0.424883193965266,NA,NA,NA,0.18,NA,NA,NA,0.262364264467491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","O",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",136,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,23.4,NA,NA,2.4,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,26.3,NA,NA,2.5,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,1,2.9,NA,NA,NA,0.116832916820063,NA,NA,NA,0.1,NA,NA,NA,0.0408219945202552,NA,NA,NA,0.0800000000000001,NA,NA,NA,0.108213584640233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","P",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",137,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,7.6,NA,NA,1.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,23.3,NA,NA,1.5,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,1,15.7,NA,NA,NA,1.12030511327937,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,-0.25,NA,NA,NA,-0.441832752279039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","557","Marchini et al., 2004","AH",NA,NA,"macrobenthic inverts","estuarine mudflat","Italy","Yes","Canal Building","Yes","2000",NA,"Figure 2","Q",750,"cm^2","Coastal modification","Negative","",0.075,"m^2",138,"Mixed","Drdg",3,NA,NA,NA,NA,NA,2000,1,29.7,NA,NA,2.6,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2001,1,31.3,NA,NA,2.6,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,1,1.6,NA,NA,NA,0.0524710517374536,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.03,NA,NA,NA,0.0419641990990322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","561","Hoffmeyer (2004)","PK",175,"uM","Zooplankton","coastal shelf","Ingeniero White Port, Argentine Coast","No",NA,"No",NA,"A two part study that looks at the change in copepod diversity, abundance, and riichness in the Ingeniero White Port.","Fig 4","Bahia Blanca Estuary",12,"m^2",NA,NA,"",12,"m^2",1460,"Mixed","Trwl",15,NA,19047,NA,NA,NA,1979,10,8,2.49,"SD",1.615,0.63,"SD",NA,NA,NA,NA,NA,NA,2.49,0.63,NA,NA,15,NA,21854,NA,NA,NA,1991,10,3,3.5,"SD",1.05,0.831,"SD",NA,NA,NA,NA,NA,NA,3.5,0.831,NA,NA,12,-5,1.23000666666667,-1.6016520687716,0.176088155823339,-0.980829253011726,0.0971991782407407,-1.6016520687716,0.18325296871516,-0.565,0.0724974,-0.745485394797887,0.142595807897616,-0.430544792505188,0.0519021092080306,-0.745485394797887,0.145307279107979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","565","McClanahan and Maina (2003)","PK",NA,NA,"Corals","coral reef","Kenyan southern fringing reef",NA,NA,"Yes",NA,"A study that looked the effect of changing temperautures on coral assemblages off the Kenyan coast.","Fig 2 &5","Diani",50,"m^2",NA,NA,"",50,"m^2",1750,"coral","Vis",12,NA,NA,NA,NA,13.20987654,1994,6,11.75851156,1.528903263,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.528903263,NA,NA,NA,12,NA,NA,NA,NA,15.67901235,2000,6,12.15421502,1.524556654,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524556654,NA,NA,NA,6,0.39570346,0.388484848238977,0.250228782731967,0.167971134243907,0.0330986584188599,0.0027200292413566,0.250228782731967,0.170798247223671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","565","McClanahan and Maina (2003)","PK",NA,NA,"Corals","coral reef","Kenyan southern fringing reef",NA,NA,"Yes",NA,"A study that looked the effect of changing temperautures on coral assemblages off the Kenyan coast.","Fig 2 &5","Kanamai",50,"m^2",NA,NA,"",50,"m^2",1740,"coral","Vis",12,NA,NA,NA,NA,13.20987654,1994,6,10.37211087,8.947408414,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.947408414,NA,NA,NA,12,NA,NA,NA,NA,15.67901235,2000,6,7.995588376,4.898089093,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.898089093,NA,NA,NA,6,-2.376522494,8.67061617415696,-0.318105667357376,0.168774816991768,-0.260230620401537,0.0932855857799381,-0.318105667357376,0.172237845173808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","565","McClanahan and Maina (2003)","PK",NA,NA,"Corals","coral reef","Kenyan southern fringing reef",NA,NA,"Yes",NA,"A study that looked the effect of changing temperautures on coral assemblages off the Kenyan coast.","Fig 2 &5","Mombasa",50,"m^2",NA,NA,"",50,"m^2",1745,"coral","Vis",12,NA,NA,NA,NA,44.32098765,1994,6,18.37134363,0.994135541,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994135541,NA,NA,NA,12,NA,NA,NA,NA,21.66666667,2000,6,16.92663278,2.540114395,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.540114395,NA,NA,NA,6,-1.44471085,0.620040551130465,-0.723144929920565,0.177561220618121,-0.0819037535389468,0.00212067530330149,-0.723144929920565,0.186523621031374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","565","McClanahan and Maina (2003)","PK",NA,NA,"Corals","coral reef","Kenyan southern fringing reef",NA,NA,"Yes",NA,"A study that looked the effect of changing temperautures on coral assemblages off the Kenyan coast.","Fig 2 &5","Vipingo",50,"m^2",NA,NA,"",50,"m^2",1735,"coral","Vis",12,NA,NA,NA,NA,28.14814815,1994,6,11.75851156,1.424702452,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.424702452,NA,NA,NA,12,NA,NA,NA,NA,13.08641975,2000,6,12.55548096,3.097499284,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.097499284,NA,NA,NA,6,0.7969694,0.968689907592944,0.31915651729701,0.168788768386107,0.0655799336866726,0.00629532717628931,0.31915651729701,0.172543469967618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","571","Cranmer et al., 2003","AH",NA,NA,"macrobenthic inverts","nearshore subtidal","Antarctica","No",NA,"No",NA,"Average transect length used (1500 - 2500 m)","Table 4","All",2000,"m",NA,NA,"",2000,"m",2192,"Mixed","Vis",1,0,22500,NA,NA,NA,1999,11,11,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7895,NA,NA,NA,2000,11,9,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,NA,NA,NA,-0.200670695462151,NA,NA,NA,0.05,NA,NA,NA,0.189241999638528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
