"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Miller and Shanks, 2005","547_Trp","Mid-Slough",43.336666,-124.32055,NA,NA,6,2001,NA,NA,NA,"fish","larval demersal fish","547_Trp_43.336666_-124.32055_NA_6_2001","547_Trp_43.336666_-124.32055_NA_6_2001_Mid-Slough","permanent","control",0.01,"m^3",NA,"marine","richness",19,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_2006","10_Drdg_40.14594444_-8.857581328_NA_NA_2006_EE","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",46,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_2006","10_Drdg_40.14594444_-8.857581328_NA_NA_2006_EE","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",46,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_2006","10_Drdg_40.12756838_-8.846719029_NA_NA_2006_PSM","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",22,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_2006","10_Drdg_40.12756838_-8.846719029_NA_NA_2006_PSM","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",22,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_2006","10_Drdg_40.12126496_-8.831400401_NA_NA_2006_PMS","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",28,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_2006","10_Drdg_40.12126496_-8.831400401_NA_NA_2006_PMS","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",28,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_2006","10_Drdg_40.14081624_-8.817056595_NA_NA_2006_PS","semi-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",21,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,2006,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_2006","10_Drdg_40.14081624_-8.817056595_NA_NA_2006_PS","sem-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",21,1
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,2002,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_2002","478_Vis_-42.57685358_148.0603395_NA_4_2002_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",13.193,6
"Barrett et al. 2007","478_Vis","Governor island MPA",-41.87510823,148.3138616,NA,NA,4,1997,NA,NA,NA,"fish","various fish","478_Vis_-41.87510823_148.3138616_NA_4_1997","478_Vis_-41.87510823_148.3138616_NA_4_1997_Governor island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",7.001315328,2
"Barrett et al. 2007","478_Vis","Governor island MPA",-41.87510823,148.3138616,NA,NA,9,2002,NA,NA,NA,"fish","various fish","478_Vis_-41.87510823_148.3138616_NA_9_2002","478_Vis_-41.87510823_148.3138616_NA_9_2002_Governor island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",8.28433006,2
"Barrett et al. 2007","478_Vis","Tinderbox MPA",-43.05926441,147.33177,NA,NA,4,2002,NA,NA,NA,"fish","various fish","478_Vis_-43.05926441_147.33177_NA_4_2002","478_Vis_-43.05926441_147.33177_NA_4_2002_Tinderbox MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",17.566,2
"Barrett et al. 2007","478_Vis","Tinderbox MPA",-43.05926441,147.33177,NA,NA,9,2001,NA,NA,NA,"fish","various fish","478_Vis_-43.05926441_147.33177_NA_9_2001","478_Vis_-43.05926441_147.33177_NA_9_2001_Tinderbox MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",15.561,2
"Diez et al. 2011","181_Vis","Kobaron (KO)",43.35454625,-3.151612903,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.35454625_-3.151612903_NA_8_2008","181_Vis_43.35454625_-3.151612903_NA_8_2008_Kobaron (KO)","permanent","control",1,"m^2",NA,"marine","richness",17.14016516,1
"Diez et al. 2011","181_Vis","Kobaron (KO)",43.35454625,-3.151612903,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.35454625_-3.151612903_NA_8_2008","181_Vis_43.35454625_-3.151612903_NA_8_2008_Kobaron (KO)","permanent","control",1,"m^2",NA,"marine","richness",17.14016516,1
"Diez et al. 2011","181_Vis","La Galea (GA)",43.3813398,-3.050044803,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.3813398_-3.050044803_NA_8_2008","181_Vis_43.3813398_-3.050044803_NA_8_2008_La Galea (GA)","permanent","control",1,"m^2",NA,"marine","richness",28.78209239,1
"Diez et al. 2011","181_Vis","La Galea (GA)",43.3813398,-3.050044803,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.3813398_-3.050044803_NA_8_2008","181_Vis_43.3813398_-3.050044803_NA_8_2008_La Galea (GA)","permanent","control",1,"m^2",NA,"marine","richness",28.78209239,1
"Diez et al. 2011","181_Vis","Menakoz (ME)",43.3968517,-3.003001792,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.3968517_-3.003001792_NA_8_2008","181_Vis_43.3968517_-3.003001792_NA_8_2008_Menakoz (ME)","permanent","control",1,"m^2",NA,"marine","richness",21.33888749,1
"Diez et al. 2011","181_Vis","Menakoz (ME)",43.3968517,-3.003001792,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.3968517_-3.003001792_NA_8_2008","181_Vis_43.3968517_-3.003001792_NA_8_2008_Menakoz (ME)","permanent","control",1,"m^2",NA,"marine","richness",21.33888749,1
"Diez et al. 2011","181_Vis","Matxilando (MA)",43.41555646,-2.977240143,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.41555646_-2.977240143_NA_8_2008","181_Vis_43.41555646_-2.977240143_NA_8_2008_Matxilando (MA)","permanent","control",1,"m^2",NA,"marine","richness",24.32111918,1
"Diez et al. 2011","181_Vis","Matxilando (MA)",43.41555646,-2.977240143,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.41555646_-2.977240143_NA_8_2008","181_Vis_43.41555646_-2.977240143_NA_8_2008_Matxilando (MA)","permanent","control",1,"m^2",NA,"marine","richness",24.32111918,1
"Diez et al. 2011","181_Vis","Cabo Villano (VI)",43.43831702,-2.950358423,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.43831702_-2.950358423_NA_8_2008","181_Vis_43.43831702_-2.950358423_NA_8_2008_Cabo Villano (VI)","permanent","control",1,"m^2",NA,"marine","richness",21.45298827,1
"Diez et al. 2011","181_Vis","Cabo Villano (VI)",43.43831702,-2.950358423,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.43831702_-2.950358423_NA_8_2008","181_Vis_43.43831702_-2.950358423_NA_8_2008_Cabo Villano (VI)","permanent","control",1,"m^2",NA,"marine","richness",21.45298827,1
"Diez et al. 2011","181_Vis","Arminza (AR)",43.44243295,-2.923476703,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44243295_-2.923476703_NA_8_2008","181_Vis_43.44243295_-2.923476703_NA_8_2008_Arminza (AR)","permanent","control",1,"m^2",NA,"marine","richness",24.37185614,1
"Diez et al. 2011","181_Vis","Arminza (AR)",43.44243295,-2.923476703,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44243295_-2.923476703_NA_8_2008","181_Vis_43.44243295_-2.923476703_NA_8_2008_Arminza (AR)","permanent","control",1,"m^2",NA,"marine","richness",24.37185614,1
"Diez et al. 2011","181_Vis","Lemoiz (LE)",43.44172692,-2.878673835,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44172692_-2.878673835_NA_8_2008","181_Vis_43.44172692_-2.878673835_NA_8_2008_Lemoiz (LE)","permanent","control",1,"m^2",NA,"marine","richness",17.75148547,1
"Diez et al. 2011","181_Vis","Lemoiz (LE)",43.44172692,-2.878673835,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44172692_-2.878673835_NA_8_2008","181_Vis_43.44172692_-2.878673835_NA_8_2008_Lemoiz (LE)","permanent","control",1,"m^2",NA,"marine","richness",17.75148547,1
"Diez et al. 2011","181_Vis","Bakio (BA)",43.43859159,-2.832750896,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.43859159_-2.832750896_NA_8_2008","181_Vis_43.43859159_-2.832750896_NA_8_2008_Bakio (BA)","permanent","control",1,"m^2",NA,"marine","richness",24.86751728,1
"Diez et al. 2011","181_Vis","Bakio (BA)",43.43859159,-2.832750896,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.43859159_-2.832750896_NA_8_2008","181_Vis_43.43859159_-2.832750896_NA_8_2008_Bakio (BA)","permanent","control",1,"m^2",NA,"marine","richness",24.86751728,1
"Diez et al. 2011","181_Vis","San Juan de Gasztelugatxe (SJ)",43.4508531,-2.7890681,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.4508531_-2.7890681_NA_8_2008","181_Vis_43.4508531_-2.7890681_NA_8_2008_San Juan de Gasztelugatxe (SJ)","permanent","control",1,"m^2",NA,"marine","richness",16.02160743,1
"Diez et al. 2011","181_Vis","San Juan de Gasztelugatxe (SJ)",43.4508531,-2.7890681,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.4508531_-2.7890681_NA_8_2008","181_Vis_43.4508531_-2.7890681_NA_8_2008_San Juan de Gasztelugatxe (SJ)","permanent","control",1,"m^2",NA,"marine","richness",16.02160743,1
"Diez et al. 2011","181_Vis","Matxitxako (MX)",43.45903529,-2.756586022,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.45903529_-2.756586022_NA_8_2008","181_Vis_43.45903529_-2.756586022_NA_8_2008_Matxitxako (MX)","permanent","control",1,"m^2",NA,"marine","richness",20.0213334,1
"Diez et al. 2011","181_Vis","Matxitxako (MX)",43.45903529,-2.756586022,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.45903529_-2.756586022_NA_8_2008","181_Vis_43.45903529_-2.756586022_NA_8_2008_Matxitxako (MX)","permanent","control",1,"m^2",NA,"marine","richness",20.0213334,1
"Diez et al. 2011","181_Vis","Gibeleko (GI)",43.44772823,-2.738664875,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44772823_-2.738664875_NA_8_2008","181_Vis_43.44772823_-2.738664875_NA_8_2008_Gibeleko (GI)","permanent","control",1,"m^2",NA,"marine","richness",23.44883363,1
"Diez et al. 2011","181_Vis","Gibeleko (GI)",43.44772823,-2.738664875,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.44772823_-2.738664875_NA_8_2008","181_Vis_43.44772823_-2.738664875_NA_8_2008_Gibeleko (GI)","permanent","control",1,"m^2",NA,"marine","richness",23.44883363,1
"Diez et al. 2011","181_Vis","Ogono (NO)",43.42199709,-2.64905914,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.42199709_-2.64905914_NA_8_2008","181_Vis_43.42199709_-2.64905914_NA_8_2008_Ogono (NO)","permanent","control",1,"m^2",NA,"marine","richness",19.6906248,1
"Diez et al. 2011","181_Vis","Ogono (NO)",43.42199709,-2.64905914,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.42199709_-2.64905914_NA_8_2008","181_Vis_43.42199709_-2.64905914_NA_8_2008_Ogono (NO)","permanent","control",1,"m^2",NA,"marine","richness",19.6906248,1
"Diez et al. 2011","181_Vis","Elantxobe (EL)",43.40422325,-2.623297491,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.40422325_-2.623297491_NA_8_2008","181_Vis_43.40422325_-2.623297491_NA_8_2008_Elantxobe (EL)","permanent","control",1,"m^2",NA,"marine","richness",25.2801856,1
"Diez et al. 2011","181_Vis","Elantxobe (EL)",43.40422325,-2.623297491,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.40422325_-2.623297491_NA_8_2008","181_Vis_43.40422325_-2.623297491_NA_8_2008_Elantxobe (EL)","permanent","control",1,"m^2",NA,"marine","richness",25.2801856,1
"Diez et al. 2011","181_Vis","Ea (EA)",43.39621104,-2.58297491,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.39621104_-2.58297491_NA_8_2008","181_Vis_43.39621104_-2.58297491_NA_8_2008_Ea (EA)","permanent","control",1,"m^2",NA,"marine","richness",18.65992972,1
"Diez et al. 2011","181_Vis","Ea (EA)",43.39621104,-2.58297491,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.39621104_-2.58297491_NA_8_2008","181_Vis_43.39621104_-2.58297491_NA_8_2008_Ea (EA)","permanent","control",1,"m^2",NA,"marine","richness",18.65992972,1
"Diez et al. 2011","181_Vis","Ogeia (OG)",43.38818575,-2.548252688,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.38818575_-2.548252688_NA_8_2008","181_Vis_43.38818575_-2.548252688_NA_8_2008_Ogeia (OG)","permanent","control",1,"m^2",NA,"marine","richness",20.43400172,1
"Diez et al. 2011","181_Vis","Ogeia (OG)",43.38818575,-2.548252688,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.38818575_-2.548252688_NA_8_2008","181_Vis_43.38818575_-2.548252688_NA_8_2008_Ogeia (OG)","permanent","control",1,"m^2",NA,"marine","richness",20.43400172,1
"Diez et al. 2011","181_Vis","Santa Catalina (CA)",43.38422932,-2.506810036,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.38422932_-2.506810036_NA_8_2008","181_Vis_43.38422932_-2.506810036_NA_8_2008_Santa Catalina (CA)","permanent","control",1,"m^2",NA,"marine","richness",25.32414999,1
"Diez et al. 2011","181_Vis","Santa Catalina (CA)",43.38422932,-2.506810036,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.38422932_-2.506810036_NA_8_2008","181_Vis_43.38422932_-2.506810036_NA_8_2008_Santa Catalina (CA)","permanent","control",1,"m^2",NA,"marine","richness",25.32414999,1
"Diez et al. 2011","181_Vis","Egiluz (EG)",43.36808983,-2.475448029,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.36808983_-2.475448029_NA_8_2008","181_Vis_43.36808983_-2.475448029_NA_8_2008_Egiluz (EG)","permanent","control",1,"m^2",NA,"marine","richness",19.40376579,1
"Diez et al. 2011","181_Vis","Egiluz (EG)",43.36808983,-2.475448029,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.36808983_-2.475448029_NA_8_2008","181_Vis_43.36808983_-2.475448029_NA_8_2008_Egiluz (EG)","permanent","control",1,"m^2",NA,"marine","richness",19.40376579,1
"Diez et al. 2011","181_Vis","Ondarroa (ON)",43.33904293,-2.417204301,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.33904293_-2.417204301_NA_8_2008","181_Vis_43.33904293_-2.417204301_NA_8_2008_Ondarroa (ON)","permanent","control",1,"m^2",NA,"marine","richness",22.19498772,1
"Diez et al. 2011","181_Vis","Ondarroa (ON)",43.33904293,-2.417204301,NA,NA,8,2008,NA,NA,NA,"algae",NA,"181_Vis_43.33904293_-2.417204301_NA_8_2008","181_Vis_43.33904293_-2.417204301_NA_8_2008_Ondarroa (ON)","permanent","control",1,"m^2",NA,"marine","richness",22.19498772,1
"Moreira et al 2010","298_Drdg","No name",42.121944,-8.845833,NA,NA,3,1997,NA,NA,NA,"Mixed","benthic polychaetes, molluscs, crustaceans","298_Drdg_42.121944_-8.845833_NA_3_1997","298_Drdg_42.121944_-8.845833_NA_3_1997_No name","permanent","control",0.056,"m^2","Harbour breakwater built","marine","richness",22.6645768,1
"Moreira et al 2010","298_Drdg","No name",42.121944,-8.845833,NA,NA,3,1997,NA,NA,NA,"Mixed","benthic polychaetes, molluscs, crustaceans","298_Drdg_42.121944_-8.845833_NA_3_1997","298_Drdg_42.121944_-8.845833_NA_3_1997_No name","permanent","control",0.056,"m^2","Harbour breakwater built","marine","richness",22.6645768,1
"Ibarra-Obando et al 2009","300_Vis","Tidal",31.719494,-116.650333,NA,NA,9,2006,NA,NA,NA,"plant","grasses","300_Vis_31.719494_-116.650333_NA_9_2006","300_Vis_31.719494_-116.650333_NA_9_2006_Tidal","semi-permanent","control",0.25,"m^2",NA,"marine","richness",10,1
"Ibarra-Obando et al 2009","300_Vis","Tidal",31.719494,-116.650333,NA,NA,2,2007,NA,NA,NA,"plant","grasses","300_Vis_31.719494_-116.650333_NA_2_2007","300_Vis_31.719494_-116.650333_NA_2_2007_Tidal","semi-permanent","control",0.25,"m^2",NA,"marine","richness",10,1
"Ibarra-Obando et al 2009","300_Vis","Non-tidal",31.718308,-116.65103,NA,NA,9,2006,NA,NA,NA,"plant","grasses","300_Vis_31.718308_-116.65103_NA_9_2006","300_Vis_31.718308_-116.65103_NA_9_2006_Non-tidal","semi-permanent","control",0.25,"m^2","Salt marsh diked and cut off from tidal influx","marine","richness",5,1
"Ibarra-Obando et al 2009","300_Vis","Non-tidal",31.718308,-116.65103,NA,NA,2,2007,NA,NA,NA,"plant","grasses","300_Vis_31.718308_-116.65103_NA_2_2007","300_Vis_31.718308_-116.65103_NA_2_2007_Non-tidal","semi-permanent","control",0.25,"m^2","Salt marsh diked and cut off from tidal influx","marine","richness",4,1
"Birchenough et al, 2010","303_Drdg","I1",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_I1","permanent","control",0.1,"m^2","Aggregate extraction site","marine","richness",36.92307692,1
"Birchenough et al, 2010","303_Drdg","I2",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_I2","permanent","control",0.1,"m^2","Aggregate extraction site","marine","richness",39.61538462,1
"Birchenough et al, 2010","303_Drdg","I3",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_I3","permanent","control",0.1,"m^2","Aggregate extraction site","marine","richness",16.73076923,1
"Birchenough et al, 2010","303_Drdg","I4",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_I4","permanent","control",0.1,"m^2","Aggregate extraction site","marine","richness",8.653846154,1
"Birchenough et al, 2010","303_Drdg","I5",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_I5","permanent","control",0.1,"m^2","Aggregate extraction site","marine","richness",41.85897436,1
"Birchenough et al, 2010","303_Drdg","U1",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U1","permanent","control",0.1,"m^2",NA,"marine","richness",36.92307692,1
"Birchenough et al, 2010","303_Drdg","U2",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U2","permanent","control",0.1,"m^2",NA,"marine","richness",62.94871795,1
"Birchenough et al, 2010","303_Drdg","U3",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U3","permanent","control",0.1,"m^2",NA,"marine","richness",54.87179487,1
"Birchenough et al, 2010","303_Drdg","U4",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U4","permanent","control",0.1,"m^2",NA,"marine","richness",54.42307692,1
"Birchenough et al, 2010","303_Drdg","U5",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U5","permanent","control",0.1,"m^2",NA,"marine","richness",47.69230769,1
"Birchenough et al, 2010","303_Drdg","U6",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U6","permanent","control",0.1,"m^2",NA,"marine","richness",28.3974359,1
"Birchenough et al, 2010","303_Drdg","U7",50.6179,-0.390931,NA,NA,NA,2004,NA,NA,NA,"Mixed","mussels, crabs, polychaetes","303_Drdg_50.6179_-0.390931_NA_NA_2004","303_Drdg_50.6179_-0.390931_NA_NA_2004_U7","permanent","control",0.1,"m^2",NA,"marine","richness",24.80769231,1
"Whanpetch et al, 2010","304_Drdg","K2 non-veg",9.223611,98.327778,NA,NA,12,2006,NA,NA,NA,"Mixed","polychaetes, gastropods","304_Drdg_9.223611_98.327778_NA_12_2006","304_Drdg_9.223611_98.327778_NA_12_2006_K2 non-veg","permanent","control",0.00254,"m^3","Tsunami","marine","richness",4.779874214,1
"Whanpetch et al, 2010","304_Drdg","K2 veg",9.223611,98.327778,NA,NA,12,2006,NA,NA,NA,"Mixed","polychaetes, gastropods","304_Drdg_9.223611_98.327778_NA_12_2006","304_Drdg_9.223611_98.327778_NA_12_2006_K2 veg","permanent","control",0.00254,"m^3","Tsunami","marine","richness",16.10062893,1
"Whanpetch et al, 2010","304_Drdg","K3 non-veg",9.250556,98.341667,NA,NA,12,2006,NA,NA,NA,"Mixed","polychaetes, gastropods","304_Drdg_9.250556_98.341667_NA_12_2006","304_Drdg_9.250556_98.341667_NA_12_2006_K3 non-veg","permanent","control",0.00254,"m^3","Tsunami","marine","richness",12.95597484,1
"Kilfoyle et al, 2013","67_Vis","N",26.01763679,-80.11303855,NA,NA,8,2008,NA,NA,NA,"fish","fishes, including small cryptic fish","67_Vis_26.01763679_-80.11303855_NA_8_2008","67_Vis_26.01763679_-80.11303855_NA_8_2008_N","permanent","control",1500,"m^2",NA,"marine","richness",48,23
"Kilfoyle et al, 2013","67_Vis","B",26.04368781,-80.11084656,NA,NA,8,2008,NA,NA,NA,"fish","fishes, including small cryptic fish","67_Vis_26.04368781_-80.11084656_NA_8_2008","67_Vis_26.04368781_-80.11084656_NA_8_2008_B","permanent","control",1500,"m^2","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef","marine","richness",69,23
"Sonnewald et al, 2011","126_Trwl","All Sites",54.66516293,1.304702729,NA,NA,6,1992,NA,NA,NA,"Mixed","fishes, including small cryptic fish","126_Trwl_54.66516293_1.304702729_NA_6_1992","126_Trwl_54.66516293_1.304702729_NA_6_1992_All Sites","permanent","control",68524,"m",NA,"marine","richness",60.05940594,38
"Sonnewald et al, 2011","126_Trwl","All Sites",54.66516293,1.304702729,NA,NA,6,2004,NA,NA,NA,"Mixed","fishes, including small cryptic fish","126_Trwl_54.66516293_1.304702729_NA_6_2004","126_Trwl_54.66516293_1.304702729_NA_6_2004_All Sites","permanent","control",68524,"m",NA,"marine","richness",62.01980198,38
"Sonnewald et al, 2011","126_Trwl","All Sites",54.66516293,1.304702729,NA,NA,6,2008,NA,NA,NA,"Mixed","fishes, including small cryptic fish","126_Trwl_54.66516293_1.304702729_NA_6_2008","126_Trwl_54.66516293_1.304702729_NA_6_2008_All Sites","permanent","control",68524,"m",NA,"marine","richness",59.16831683,38
"Gallegos et al, 2010","311_Trwl","All 7 stations",38.86397125,-76.49292237,NA,NA,2,2005,NA,NA,NA,"phytoplankton","phytoplankton","311_Trwl_38.86397125_-76.49292237_NA_2_2005","311_Trwl_38.86397125_-76.49292237_NA_2_2005_All 7 stations","permanent","control",1e-06,"m^3",NA,"marine","richness",16.17977528,7
"Stefansdottir et al","319_Trwl","All 264 stations",64.44827586,-28.72340426,NA,NA,10,2007,NA,NA,NA,"fish","pelagic and semi-pelagic fishes","319_Trwl_64.44827586_-28.72340426_NA_10_2007","319_Trwl_64.44827586_-28.72340426_NA_10_2007_All 264 stations","semi-permanent","control",115142544,"m^3",NA,"marine","richness",116,259
"Bui et al. 2010","329_Trwl","Anticosti Island Coast",50.00702983,-65.65641601,NA,NA,3,2007,NA,NA,NA,"zooplankton","ichthyoplankton","329_Trwl_50.00702983_-65.65641601_NA_3_2007","329_Trwl_50.00702983_-65.65641601_NA_3_2007_Anticosti Island Coast","semi-permanent","control",43.81,"m^3",NA,"marine","richness",15,24
"Kedra et al. 2010","334_Drdg","GLAC",78.89352134,12.4948432,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.89352134_12.4948432_NA_6_2006","334_Drdg_78.89352134_12.4948432_NA_6_2006_GLAC","semi-permanent","control",0.1,"m^2",NA,"marine","richness",14.54372521,11
"Kedra et al. 2010","334_Drdg","TRANS",78.90776699,12.26476537,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.90776699_12.26476537_NA_6_2006","334_Drdg_78.90776699_12.26476537_NA_6_2006_TRANS","semi-permanent","control",0.1,"m^2",NA,"marine","richness",49.63706303,8
"Kedra et al. 2010","334_Drdg","CENTR",78.95570196,11.9370136,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic macrofauna, e.g., worms, molluscs","334_Drdg_78.95570196_11.9370136_NA_6_2006","334_Drdg_78.95570196_11.9370136_NA_6_2006_CENTR","semi-permanent","control",0.1,"m^2",NA,"marine","richness",38.10964561,15
"Hudson et al. 2007","714_Vis","restored",25.026809,-80.366392,NA,NA,9,2006,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2006","714_Vis_25.026809_-80.366392_NA_9_2006_restored","permanent","control",1,"m^2","vessel grounding, hurricane Georges, restoration","marine","richness",6,1
