"","QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","PltSz","PltSz..units.","T1","T1m","T2","T2m","SppR1","SppR1.Error","SppR1.Error.Type","SppR2","SppR2.Error","SppR2.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even1","Even1.Error","Even1.Error.Type","Even2","Even2.Error","Even2.Error.Type","event_category","expected_change","event_notes","SppR1.SD","SppR2.SD","Shan1.SD","Shan2.SD","Simps1.SD","Simps2.SD","Even1.SD","Even2.SD","PlotSize","PlotSizeUnits","id","taxa","samp_method","date1","date2"
"1915","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"1",1998,"3",14.07157248,2.506288787,"SD",27.87561094,1.831091254,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.506288787,1.831091254,NA,NA,NA,NA,NA,NA,7.065,"m^3",1915,"zooplankton","Trwl",1998-01-01,1998-03-01
"1916","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"3",1998,"3",27.87561094,1.831091254,"SD",23.17423552,2.225651129,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.831091254,2.225651129,NA,NA,NA,NA,NA,NA,7.065,"m^3",1916,"zooplankton","Trwl",1998-03-01,1998-03-01
"1917","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"3",1998,"6",23.17423552,2.225651129,"SD",27.87561094,5.304329595,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.225651129,5.304329595,NA,NA,NA,NA,NA,NA,7.065,"m^3",1917,"zooplankton","Trwl",1998-03-01,1998-06-01
"1918","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"6",1998,"9",27.87561094,5.304329595,"SD",20.87356245,2.164522135,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.304329595,2.164522135,NA,NA,NA,NA,NA,NA,7.065,"m^3",1918,"zooplankton","Trwl",1998-06-01,1998-09-01
"1919","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"9",1998,"11",20.87356245,2.164522135,"SD",20.27338686,2.347909119,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.164522135,2.347909119,NA,NA,NA,NA,NA,NA,7.065,"m^3",1919,"zooplankton","Trwl",1998-09-01,1998-11-01
"1920","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1998,"11",1999,"1",20.27338686,2.347909119,"SD",20.67350392,3.753876,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.347909119,3.753876,NA,NA,NA,NA,NA,NA,7.065,"m^3",1920,"zooplankton","Trwl",1998-11-01,1999-01-01
"1921","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1999,"1",1999,"3",20.67350392,3.753876,"SD",19.27309422,2.167300725,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.753876,2.167300725,NA,NA,NA,NA,NA,NA,7.065,"m^3",1921,"zooplankton","Trwl",1999-01-01,1999-03-01
"1922","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1999,"3",1999,"3",19.27309422,2.167300725,"SD",18.07274305,4.965341533,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.167300725,4.965341533,NA,NA,NA,NA,NA,NA,7.065,"m^3",1922,"zooplankton","Trwl",1999-03-01,1999-03-01
"1923","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1999,"3",1999,"6",18.07274305,4.965341533,"SD",16.37224556,2.359023482,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4.965341533,2.359023482,NA,NA,NA,NA,NA,NA,7.065,"m^3",1923,"zooplankton","Trwl",1999-03-01,1999-06-01
"1924","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1999,"6",1999,"9",16.37224556,2.359023482,"SD",17.07245041,1.450424332,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.359023482,1.450424332,NA,NA,NA,NA,NA,NA,7.065,"m^3",1924,"zooplankton","Trwl",1999-06-01,1999-09-01
"1925","JD","238","Bollens et al. 2011","TI",73,"micro m","Mesozooplankton","estuarine mudflat","Sacramento and San Joaquin river systems ","No",NA,"No",NA,"deepest depth = approximately 9 m (google earth) - used for plot size calculation","Fig 2 G","San Pablo Bay",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065,"m^3",1999,"9",1999,"11",17.07245041,1.450424332,"SD",21.47373803,2.189529451,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1.450424332,2.189529451,NA,NA,NA,NA,NA,NA,7.065,"m^3",1925,"zooplankton","Trwl",1999-09-01,1999-11-01
"1926","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 9893, 6287, 10251, 6438, 7779) times the largest mean effective strip width used (3.2 km)","Table 7","california",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26014.72,"km^2",1991,NA,1993,NA,25,NA,NA,24,NA,NA,1.421828,NA,NA,0.6941463,NA,NA,0.5868796,NA,NA,0.2355089,NA,NA,0.4417157,NA,NA,0.2184187,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,26014720000,"m^2",1926,"marine.mammals","Vis",1991-01-01,1993-01-01
"1927","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 9893, 6287, 10251, 6438, 7779) times the largest mean effective strip width used (3.2 km)","Table 7","california",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26014.72,"km^2",1993,NA,1996,NA,24,NA,NA,24,NA,NA,0.6941463,NA,NA,1.3326165,NA,NA,0.2355089,NA,NA,0.5642254,NA,NA,0.2184187,NA,NA,0.4193184,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,26014720000,"m^2",1927,"marine.mammals","Vis",1993-01-01,1996-01-01
"1928","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 9893, 6287, 10251, 6438, 7779) times the largest mean effective strip width used (3.2 km)","Table 7","california",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26014.72,"km^2",1996,NA,2001,NA,24,NA,NA,21,NA,NA,1.3326165,NA,NA,1.002382,NA,NA,0.5642254,NA,NA,0.377141,NA,NA,0.4193184,NA,NA,0.3292411,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,26014720000,"m^2",1928,"marine.mammals","Vis",1996-01-01,2001-01-01
"1929","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 9893, 6287, 10251, 6438, 7779) times the largest mean effective strip width used (3.2 km)","Table 7","california",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26014.72,"km^2",2001,NA,2005,NA,21,NA,NA,23,NA,NA,1.002382,NA,NA,1.0599501,NA,NA,0.377141,NA,NA,0.4100604,NA,NA,0.3292411,NA,NA,0.3380488,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,26014720000,"m^2",1929,"marine.mammals","Vis",2001-01-01,2005-01-01
"1930","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 4336, 3100, 2525) times the largest mean effective strip width used (3.2 km)","Table 7","washington/oregon",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10625.06667,"km^2",1996,NA,2001,NA,18,NA,NA,14,NA,NA,0.920629,NA,NA,0.920629,NA,NA,0.3708175,NA,NA,0.7383759,NA,NA,0.3185158,NA,NA,0.5971896,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,10625066670,"m^2",1930,"marine.mammals","Vis",1996-01-01,2001-01-01
"1931","JD","691","Barlow and Forney 2007","AH",NA,NA,"marine mammals","pelagic","West coast of the United States","No",NA,NA,NA,"Used estimated marine mammal abundances that employs corrections for detection probabilities and sampling effort. Plot size was the average of transect length because sampling effort was factored into species abundances values (mean of: 4336, 3100, 2525) times the largest mean effective strip width used (3.2 km)","Table 7","washington/oregon",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10625.06667,"km^2",2001,NA,2005,NA,14,NA,NA,16,NA,NA,1.576018,NA,NA,1.645737,NA,NA,0.7383759,NA,NA,0.7297401,NA,NA,0.5971896,NA,NA,0.5935743,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,10625066670,"m^2",1931,"marine.mammals","Vis",2001-01-01,2005-01-01
"1932","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1982,"6",1983,"6",1.72,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1932,"fish","Trwl",1982-06-01,1983-06-01
"1933","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1983,"6",1984,"6",1.81,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1933,"fish","Trwl",1983-06-01,1984-06-01
"1934","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1984,"6",1985,"6",1.89,NA,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1934,"fish","Trwl",1984-06-01,1985-06-01
"1935","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1985,"6",1986,"6",1.83,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1935,"fish","Trwl",1985-06-01,1986-06-01
"1936","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1986,"6",1987,"6",2.15,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1936,"fish","Trwl",1986-06-01,1987-06-01
"1937","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1987,"6",1988,"6",2.04,NA,NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1937,"fish","Trwl",1987-06-01,1988-06-01
"1938","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1988,"6",1989,"6",2.31,NA,NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1938,"fish","Trwl",1988-06-01,1989-06-01
"1939","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1989,"6",1990,"6",2.02,NA,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1939,"fish","Trwl",1989-06-01,1990-06-01
"1940","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1990,"6",1991,"6",2.33,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1940,"fish","Trwl",1990-06-01,1991-06-01
"1941","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1991,"6",1992,"6",2.39,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1941,"fish","Trwl",1991-06-01,1992-06-01
"1942","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1992,"6",1993,"6",2.3,NA,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1942,"fish","Trwl",1992-06-01,1993-06-01
"1943","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1993,"6",1994,"6",2.46,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1943,"fish","Trwl",1993-06-01,1994-06-01
"1944","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1994,"6",1995,"6",2.42,NA,NA,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1944,"fish","Trwl",1994-06-01,1995-06-01
"1945","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1995,"6",1996,"6",2.41,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1945,"fish","Trwl",1995-06-01,1996-06-01
"1946","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1996,"6",1997,"6",2.45,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1946,"fish","Trwl",1996-06-01,1997-06-01
"1947","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1997,"6",1998,"6",2.4,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1947,"fish","Trwl",1997-06-01,1998-06-01
"1948","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1998,"6",1999,"6",2.42,NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1948,"fish","Trwl",1998-06-01,1999-06-01
"1949","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1999,"6",2000,"6",2.72,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1949,"fish","Trwl",1999-06-01,2000-06-01
"1950","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",2000,"6",2001,"6",2.25,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1950,"fish","Trwl",2000-06-01,2001-06-01
"1951","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",2001,"6",2002,"6",2.43,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1951,"fish","Trwl",2001-06-01,2002-06-01
"1952","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Inner",1,1,86,86,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",2002,"6",2003,"6",2.43,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1952,"fish","Trwl",2002-06-01,2003-06-01
"1953","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Middle",1,1,177,177,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1982,"6",1983,"6",2.65,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1953,"fish","Trwl",1982-06-01,1983-06-01
"1954","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Middle",1,1,177,177,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1983,"6",1984,"6",2.44,NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1954,"fish","Trwl",1983-06-01,1984-06-01
"1955","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Middle",1,1,177,177,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1984,"6",1985,"6",2.72,NA,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1955,"fish","Trwl",1984-06-01,1985-06-01
"1956","JD","713","Hoff, G","AH",0,"0","Demersal flatfish","coastal shelf","Alaska","No",NA,"No",NA,"Fishing gear change in between 1981 - 1982 (so we have left out points before this)","Figure 3","Middle",1,1,177,177,NA,NA,NA,NA,NA,NA,NA,NA,1.5,"nm",1985,"6",1986,"6",2.87,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1.5e-09,"m",1956,"fish","Trwl",1985-06-01,1986-06-01
