"id","x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin","mean_invs"
"357",-20.68085106,66.93103448,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,-3.27154945565013,-0.0331454730040978,NA
"357",-20.5106383,67.03448276,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-20.72340426,67.25862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-19.91489362,67.05172414,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,0.907552372124842,0.00898288448276084,NA
"357",-19.53191489,67.06896552,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,0.907552372124842,0.00898288448276084,NA
"357",-19.74468085,67.43103448,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,0.907552372124842,0.00898288448276084,NA
"357",-20.5106383,67.51724138,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-20.76595745,67.5862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-20.34042553,67.65517241,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-20.42553191,67.77586207,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-20.72340426,67.98275862,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,1.65383159947129,0.0173909067655794,NA
"357",-19.95744681,68.0862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,17.380909236174,0.205341613081751,NA
"357",-19.06382979,67.79310345,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,0.907552372124842,0.00898288448276084,NA
"357",-18.72340426,68.0862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,4.50089689041073,0.0512919024828689,NA
"357",-19.14893617,67.48275862,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,0.907552372124842,0.00898288448276084,NA
"357",-18.34042553,67.46551724,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,-1.03164372731571,-0.00925811884570676,NA
"357",-18.80851064,66.94827586,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,-5.37126584697718,-0.0404452854530404,NA
"357",-17.82978723,67.12068966,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope",NA,NA,NA,NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,NA,NA,NA,115142544,"m^3","Mixed inverts",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",NA,-3.37368244043141,-0.0249113097518167,NA
