"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","P1","T1","T1m","SppR1","Shan1","Simps1","Even1","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","Ind1.SD","n2","sub2","I2","P2","T2","T2m","SppR2","Shan2","Simps2","Even2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Ind2.SD","Duration","yi_SppR_MD","vi_SppR_MD","yi_SppR_SMD","vi_SppR_SMD","yi_SppR_ROM","vi_SppR_ROM","yi_SppR_SMDH","vi_SppR_SMDH","yi_Shan_MD","vi_Shan_MD","yi_Shan_SMD","vi_Shan_SMD","yi_Shan_ROM","vi_Shan_ROM","yi_Shan_SMDH","vi_Shan_SMDH","yi_Even_MD","vi_Even_MD","yi_Even_SMD","vi_Even_SMD","yi_Even_ROM","vi_Even_ROM","yi_Even_SMDH","vi_Even_SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","SiAreaCalc","SiLinearExtentUnits","site_id","mean_imps","mean_invs","mean_nuts","mean_pests","total_ltc","total_vocc","sliced_ltc","sliced_vocc"
"JD","478","Barrett et al. 2007","PK",NA,NA,"various fish","coastal shelf","Tasmania","No",NA,NA,NA,"Replicate number = #sites * 4 transects at each site","Fig. 12","Maria island reference",500,"m^2",NA,NA,NA,500,"m^2",300,"fish","Vis",20,0,NA,NA,1992,4,15.29386193,NA,NA,NA,4.37810239603994,NA,NA,NA,NA,20,0,NA,NA,2002,4,13.80181684,NA,NA,NA,5.42100786379208,NA,NA,NA,NA,10,-1.49204509,2.42775534247531,-0.296793569521009,0.101101080286363,-0.102651328288139,0.0118109997995866,-0.296793569521009,0.102280222639217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478_Maria island reference",3.47533443570137,0,0.43285238246123,0.00669372578073914,0.157121063685264,28.9123210209644,0.638069824738933,107.47138944498
"JD","478","Barrett et al. 2007","PK",NA,NA,"various fish","coastal shelf","Tasmania","Yes","MPA","Yes","1991","Set up MPA in 1991, start sampling a year later; THIS IS RESERVE DATA. Replicate number = #sites * 4 transects at each site","Fig. 9","Tinderbox MPA",500,"m^2","MPA creation","Positive",NA,500,"m^2",301,"fish","Vis",8,NA,NA,NA,1992,4,14.511,NA,NA,NA,1.62068874247957,NA,NA,NA,NA,8,NA,NA,NA,2002,4,17.566,NA,NA,NA,1.48492424049175,NA,NA,NA,NA,10,3.055,0.603954,1.85798972666564,0.357878932012346,0.19105823298597,0.00245249535703371,1.85798972666564,0.366312641906748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478_Tinderbox MPA",5.74861419200897,476.702739715576,2.25507255395254,0.0352552719414234,0.114358936100321,23.5173962571167,0.743578470114505,140.154443406194
"JD","478","Barrett et al. 2007","PK",NA,NA,"various fish","coastal shelf","Tasmania","No",NA,NA,NA,"Replicate number = #sites * 4 transects at each site","Fig. 12","Tinderbox reference",500,"m^2",NA,NA,NA,500,"m^2",302,"fish","Vis",8,0,NA,NA,1992,4,11.45877378,NA,NA,NA,1.19595227269769,NA,NA,NA,NA,8,0,NA,NA,2002,4,11.0359408,NA,NA,NA,14.3514272723723,NA,NA,NA,NA,10,-0.422832979999999,25.9242208240952,-0.0392509364472396,0.250048144875375,-0.037598413483447,0.212750195985154,-0.0392509364472396,0.255402383686098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"478_Tinderbox reference",5.29814978440603,572.919876098633,2.70993426442146,0.0422932323999703,0.114358936100321,23.5173962571167,0.743578470114505,140.154443406194
"Y","485","Henderson 2007","MH",10,"mm","estuarine fishes","estuary","Bristol Channel, England","Yes","NAO, Temperature","No","1986, 1993","Fish and crustaceans were collected from the mesh screen on the outside of a power plant intake valve.  Samples taken every month, pooled for the year","Fig 2","one site",9.3434625,"m^2","NAO","Uncertain",NA,9.3434625,"m^2",303,"Mixed","Trwl",1,NA,NA,NA,1981,1,34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2003,1,39.01754386,NA,NA,NA,NA,NA,NA,NA,NA,22,5.01754386,NA,NA,NA,0.137650862928754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"485_one site",4.71325707435608,NA,78.3792514801025,1.12260141968727,0.0591274804793755,17.3828614671709,0.322388534646415,88.5479009747731
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","1A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",304,"Mixed","Drdg",3,NA,NA,NA,1994,9,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1.7,0.5,NA,NA,NA,NA,NA,NA,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_1A",NA,60896.5,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","1B",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",305,"Mixed","Drdg",3,NA,NA,NA,1994,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.3,NA,NA,NA,-0.356674943938732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_1B",NA,60896.5,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","1C",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",306,"Mixed","Drdg",3,NA,NA,NA,1994,9,1.7,NA,NA,0.9,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1,NA,NA,0.7,NA,NA,NA,NA,NA,1,-0.7,NA,NA,NA,-0.53062825106217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,-0.251314428280906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_1C",9.25519180297852,123860.55078125,153.597793579102,2.19894433021545,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","1D",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",307,"Mixed","Drdg",3,NA,NA,NA,1994,9,5.7,1.8,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,7.7,2.1,NA,0.5,NA,NA,NA,NA,NA,1,2,NA,NA,NA,0.300754154019134,NA,NA,NA,0.3,NA,NA,NA,0.154150679827258,NA,NA,NA,-0.2,NA,NA,NA,-0.336472236621213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_1D",9.42453956604004,121793,414.451721191406,5.93339506785075,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","1E",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",308,"Mixed","Drdg",3,NA,NA,NA,1994,9,2.7,1.2,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,5,1,NA,1,NA,NA,NA,NA,NA,1,2.3,NA,NA,NA,0.616186139423817,NA,NA,NA,-0.2,NA,NA,NA,-0.182321556793955,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_1E",9.42453956604004,186804.44140625,414.451721191406,5.93339506785075,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",309,"Mixed","Drdg",3,NA,NA,NA,1994,9,1.7,0.6,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1.3,0.3,NA,0.7,NA,NA,NA,NA,NA,1,-0.4,NA,NA,NA,-0.268263986594679,NA,NA,NA,-0.3,NA,NA,NA,-0.693147180559945,NA,NA,NA,-0.3,NA,NA,NA,-0.356674943938732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2A",9.25519180297852,99088.440625,204.797058105469,2.93192577362061,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2B",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",310,"Mixed","Drdg",3,NA,NA,NA,1994,9,1.7,0.2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,5.7,1.7,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,1.20983792377833,NA,NA,NA,1.5,NA,NA,NA,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2B",9.25519180297852,165147.401041667,204.797058105469,2.93192577362061,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2C",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",311,"Mixed","Drdg",3,NA,NA,NA,1994,9,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1,NA,NA,0.6,NA,NA,NA,NA,NA,1,-1,NA,NA,NA,-0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,-0.510825623765991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2C",9.25519180297852,165147.401041667,204.797058105469,2.93192577362061,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2D",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",312,"Mixed","Drdg",3,NA,NA,NA,1994,9,10,2.1,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,5,1.5,NA,0.8,NA,NA,NA,NA,NA,1,-5,NA,NA,NA,-0.693147180559945,NA,NA,NA,-0.6,NA,NA,NA,-0.336472236621213,NA,NA,NA,0.1,NA,NA,NA,0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2D",9.25519180297852,165147.401041667,204.797058105469,2.93192577362061,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2E",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",313,"Mixed","Drdg",3,NA,NA,NA,1994,9,3.7,1.4,NA,0.9,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,6,2.1,NA,0.8,NA,NA,NA,NA,NA,1,2.3,NA,NA,NA,0.483426649577876,NA,NA,NA,0.7,NA,NA,NA,0.405465108108165,NA,NA,NA,-0.1,NA,NA,NA,-0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2E",9.42453956604004,186804.44140625,414.451721191406,5.93339506785075,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","2F",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",314,"Mixed","Drdg",3,NA,NA,NA,1994,9,9,2.6,NA,0.8,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,10.7,2.8,NA,0.7,NA,NA,NA,NA,NA,1,1.7,NA,NA,NA,0.173019164131641,NA,NA,NA,0.2,NA,NA,NA,0.0741079721537218,NA,NA,NA,-0.1,NA,NA,NA,-0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_2F",9.25519180297852,165147.401041667,153.597793579102,2.19894433021545,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","3A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",315,"Mixed","Drdg",3,NA,NA,NA,1994,9,5.7,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,3.7,1.3,NA,NA,NA,NA,NA,NA,NA,1,-2,NA,NA,NA,-0.432133355190326,NA,NA,NA,0.3,NA,NA,NA,0.262364264467491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_3A",9.25519180297852,62964.05078125,153.597793579102,2.19894433021545,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","4A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",316,"Mixed","Drdg",3,NA,NA,NA,1994,9,4.3,1.8,NA,0.9,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,0.7,NA,NA,0.9,NA,NA,NA,NA,NA,1,-3.6,NA,NA,NA,-1.81528996663825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_4A",NA,62964.05078125,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","4B",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",317,"Mixed","Drdg",3,NA,NA,NA,1994,9,1,0.3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_4B",9.25519180297852,62964.05078125,204.797058105469,2.93192577362061,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","5A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",318,"Mixed","Drdg",3,NA,NA,NA,1994,9,1.3,0.3,NA,0.9,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,0.7,NA,NA,0.9,NA,NA,NA,NA,NA,1,-0.6,NA,NA,NA,-0.619039208406224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_5A",NA,83952.0677083333,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","5B",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",319,"Mixed","Drdg",3,NA,NA,NA,1994,9,0.3,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,2.3,0.8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2.03688192726104,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_5B",NA,83952.0677083333,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","5C",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",320,"Mixed","Drdg",3,NA,NA,NA,1994,9,10.3,2.1,NA,0.6,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,8.7,2.4,NA,0.8,NA,NA,NA,NA,NA,1,-1.6,NA,NA,NA,-0.168820869575052,NA,NA,NA,0.3,NA,NA,NA,0.133531392624523,NA,NA,NA,0.2,NA,NA,NA,0.287682072451781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_5C",NA,83952.0677083333,0,0,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","5D",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",321,"Mixed","Drdg",3,NA,NA,NA,1994,9,9,2.1,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,11.7,2.8,NA,0.8,NA,NA,NA,NA,NA,1,2.7,NA,NA,NA,0.262364264467491,NA,NA,NA,0.7,NA,NA,NA,0.287682072451781,NA,NA,NA,0.1,NA,NA,NA,0.133531392624523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_5D",9.50763702392578,62964.05078125,301.002914428711,4.30923056602478,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","5E",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",322,"Mixed","Drdg",3,NA,NA,NA,1994,9,9,2,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,3.3,1.2,NA,0.7,NA,NA,NA,NA,NA,1,-5.7,NA,NA,NA,-1.00330210886378,NA,NA,NA,-0.8,NA,NA,NA,-0.510825623765991,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_5E",8.84253406524658,129198.38671875,405.384114583333,5.8035790125529,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","6A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",323,"Mixed","Drdg",3,NA,NA,NA,1994,9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,0,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_6A",9.08742809295654,87830.1041666667,192.195556640625,2.75151666005452,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","7A",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",324,"Mixed","Drdg",3,NA,NA,NA,1994,9,1.3,0.4,NA,0.8,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,2,0.7,NA,0.1,NA,NA,NA,NA,NA,1,0.7,NA,NA,NA,0.430782916092454,NA,NA,NA,0.3,NA,NA,NA,0.559615787935423,NA,NA,NA,-0.7,NA,NA,NA,-2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_7A",9.08742809295654,87830.1041666667,144.146667480469,2.06363749504089,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","7B",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",325,"Mixed","Drdg",3,NA,NA,NA,1994,9,3,1.5,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,1.3,0.3,NA,0.6,NA,NA,NA,NA,NA,1,-1.7,NA,NA,NA,-0.836248024200619,NA,NA,NA,-1.2,NA,NA,NA,-1.6094379124341,NA,NA,NA,-0.4,NA,NA,NA,-0.510825623765991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_7B",9.08742809295654,132137.9140625,288.293334960938,4.12727499008179,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","7C",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",326,"Mixed","Drdg",3,NA,NA,NA,1994,9,7.3,2.1,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,5.7,1.3,NA,0.5,NA,NA,NA,NA,NA,1,-1.6,NA,NA,NA,-0.247408173313841,NA,NA,NA,-0.8,NA,NA,NA,-0.479573080261886,NA,NA,NA,-0.2,NA,NA,NA,-0.336472236621213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_7C",9.42375516891479,132137.9140625,291.551788330078,4.17392373085022,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","7D",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",327,"Mixed","Drdg",3,NA,NA,NA,1994,9,9.7,2.7,NA,0.8,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,8,1.6,NA,0.9,NA,NA,NA,NA,NA,1,-1.7,NA,NA,NA,-0.192684343829501,NA,NA,NA,-1.1,NA,NA,NA,-0.523248143764548,NA,NA,NA,0.1,NA,NA,NA,0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_7D",9.42375516891479,176183.885416667,291.551788330078,4.17392373085022,NA,NA,NA,NA
"JD","497","Mazik et al., 2007","AH",NA,NA,"Infaunal invertebrates","subtidal mudflat","England","Yes","Created Mudflats","Yes","2003","Some entries did not have shannon or pielou values for both time points. If there was a value at only one time point, this value was not recorded.","Table 2","7E",1177,"cm^3","Mudflat creation","Positive","Could be either depending on when samples taken",0.001177,"m^3",328,"Mixed","Drdg",3,NA,NA,NA,1994,9,7,2,NA,0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,1995,9,6.3,2.4,NA,0.7,NA,NA,NA,NA,NA,1,-0.7,NA,NA,NA,-0.105360515657826,NA,NA,NA,0.4,NA,NA,NA,0.182321556793955,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497_7E",9.1483834584554,195463.72265625,451.443206787109,6.462970495224,NA,NA,NA,NA
NA,"504","Beuchel et al 2006","MH",NA,NA,"benthic inverts","rocky subtidal","Kongsfjorden (Svalbard)","No",NA,NA,NA,"rocky subtidal in an artic fjord.  Shannon diversity was highly negatively correlated with NAO index but this wasnêt a study in response to that really","Fig 2b","Kvadehuken",0.25,"m^2",NA,NA,NA,0.25,"m^2",329,"Mixed","Vis",10,0,NA,NA,1980,8,NA,1.736363636,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,2003,8,NA,2.172727273,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,0.436363637,NA,NA,NA,0.224190124219828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"504_Kvadehuken",2.07335996627808,NA,0.000234502207604237,0,0.0995148616040606,10.872850776463,-0.0568691771963372,-8.8084842793648
"Y","506","Hoof et al 2006","MH",202,"um","copepods","coastal shelf","Oregon Coast, Oregon, USA","Yes","Weak El Nino, El Nino, El Nino, El Nino, El Nino, La Nina, Weak El Nino, Weak El Nino","No","1969, 1972, 1983, 1997, 1998, 1999, 2002, 2003","They took samples during El Nino, La Nina years.  Even classifies years as ""Weak El Nino"".  Also, they pooled samples by season (summer and winter).  I chose the middle month from their classification","Table 2","NH05",20,"cm^3","El Nino","Uncertain",NA,2e-05,"m^3",330,"zooplankton","Trwl",1,10,NA,NA,1969,6,10,NA,NA,NA,0.71,NA,NA,NA,NA,1,10,NA,NA,2004,6,10,NA,NA,NA,0.32,NA,NA,NA,NA,35,0,0.6065,NA,NA,0,0.006065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"506_NH05",2.59786152839661,1373.04766845703,0.644941180944443,0.0136525994166732,-0.00892686584613436,-5.41233583621591,0.0797408988474787,53.1912837220149
