"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","id","Duration","mean_imps","temp_change_rate_year","temp_change_rate_decade","temp_net_change"
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",70.707,-122.939,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","AG-CC",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-4,3.33333333333333,-1.42729929292222,0.836431939298022,-0.405465108108164,0.0260416666666667,-1.42729929292222,0.902486558245076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,12,3,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,8,1,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"190",1,2.26770317554474,0.0235372299758023,0.235372299758023,2.11442211667697
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",71.323,-127.606,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","AG-CW",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",2.33333333,7.44444444271021,0.557128108244893,0.692532644083044,0.0903840613331339,0.0110574371462675,0.557128108244893,0.661985749468819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,24.66666667,3.055050463,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055050463,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,27,3.605551275,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.605551275,NA,NA,NA,"191",1,1.23130375146866,0.0181868869701827,0.181868869701827,1.71838803679654
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",74.786,-74.786,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","BB-N",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",0,1.22222222228471,0,0.666666666666667,0,0.00439999999846497,0,0.636619772367581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,16.66666667,1.154700538,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.154700538,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,16.66666667,1.527525232,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527525232,NA,NA,NA,"192",1,0.918766587972641,0.0122083900934078,0.122083900934078,0.701320721043481
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",74.153,-83.209,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","LS-E",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-7,14.2222222201384,-1.20922952323826,0.788519669989253,-0.220787837645058,0.0123307189820863,-1.20922952323826,0.810507948111043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,35.33333333,6.027713773,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.027713773,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,28.33333333,2.516611478,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.516611478,NA,NA,NA,"193",1,1.98863193392754,0.010500834458081,0.10500834458081,1.18089823108731
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",74.271,-91.248,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","LS-W",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-3,17.3333333340992,-0.469434109042885,0.685030698561074,-0.0779615414697118,0.0115715546632638,-0.469434109042885,0.654804665050104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,40,5.567764363,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.567764363,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,37,4.582575695,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.582575695,NA,NA,NA,"194",1,2.18747270107269,0.00679804496650468,0.0679804496650468,1.63082119822502
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",70.177,-133.537,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","MD-C",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-8,23.2222222206071,-1.08151495864416,0.764139550480923,-0.341303163841869,0.0411389468747891,-1.08151495864416,0.736622807037477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,27.66666667,6.658328118,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.658328118,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,19.66666667,5.033222957,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.033222957,NA,NA,NA,"195",1,1.01886621117592,0.0135638693443434,0.135638693443434,2.17696782118744
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",71.072,-133.876,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","MS-C",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-12.66666667,15.7777777761476,-2.07746567332375,1.02632196865321,-0.76617231571568,0.0346481168396978,-2.07746567332375,1.24195867299768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,23.66666667,6.658328118,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.658328118,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,11,1.732050808,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732050808,NA,NA,NA,"196",1,0.890584081411362,0.0148816652054543,0.148816652054543,1.38445355494817
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",76.27,-74.594,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","NW-C",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",16,8.88888888820332,3.49615497802947,1.68525830253336,0.516443616013402,0.0149755690869144,3.49615497802947,2.27133574922948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,23.66666667,4.932882862,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.932882862,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,39.66666667,1.527525232,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527525232,NA,NA,NA,"197",1,2.04918026924133,0.008616948539139,0.08616948539139,0.0393651326497396
NA,29,"Link et al. 2013","JEKB",0,0,0,0,1,1,0,0,0,0,NA,NA,"Mobile and Sessile Infauna","coastal shelf",76.326,-71.215,"Canadian Arctic","No",NA,NA,NA,NA,0,0,0,1,0,"Table S2","NW-E",NA,NA,628.318530717959,"cm^3",NA,NA,NA,NA,NA,0.000628318530717959,"m^3","Plants",-10.33333333,3.77777777701696,-3.46351176475313,1.66632614538195,-0.338325805140666,0.00399302410321735,-3.46351176475313,1.64407433240572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2008,NA,36,2.645751311,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.645751311,NA,NA,NA,3,NA,NA,NA,NA,NA,2009,NA,25.66666667,2.081665999,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.081665999,NA,NA,NA,"198",1,3.10079002380371,0.00739241576863691,0.0739241576863691,-0.147056976954142
NA,34,"Felix-Hackradt et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"coral reef",37.633333,-0.7,"SW Mediterranean Sea","No",NA,NA,NA,NA,1,0,0,0,0,"Table 1 and results paragraph 1","cape
of Palos and Grosa island",NA,NA,20,"m^2",NA,NA,NA,NA,NA,20,"m^2","Mixed inverts",18,NA,NA,NA,0.262364264467491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,29505,NA,NA,NA,2009,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"70838",NA,NA,NA,2010,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199",1,7.01794719696045,0.00948710283596358,0.0948710283596358,1.5617626508077
NA,59,"Robinson et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,4,"mm","fish","seagrass",51,-132,"Gwaii Haanas National Marine Conservation area in northern British Columbia","No",NA,NA,NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)",0,0,0,0,1,"Table3","Meadow BM ",NA,NA,85.56,"m^3",NA,NA,NA,NA,NA,85.56,"m^3","Mixed inverts",7.42642606,NA,NA,NA,0.451663434546017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2004,NA,13.007751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,20.43417706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",7,2.36941528320312,0.0021721708013434,0.021721708013434,-0.496824781099956
NA,59,"Robinson et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,4,"mm","fish","seagrass",51,-132,"Gwaii Haanas National Marine Conservation area in northern British Columbia","No",NA,NA,NA,NA,0,0,0,0,1,"Table3","Meadow CA",NA,NA,85.56,"m^3",NA,NA,NA,NA,NA,85.56,"m^3","Mixed inverts",-3.012048192,NA,NA,NA,-0.267541964852938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2004,NA,12.8313253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,9.819277108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201",7,2.36941528320312,0.0021721708013434,0.021721708013434,-0.496824781099956
NA,59,"Robinson et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,4,"mm","fish","seagrass",51,-132,"Gwaii Haanas National Marine Conservation area in northern British Columbia","No",NA,NA,NA,NA,0,0,0,0,1,"Table3","Meadow HI",NA,NA,85.56,"m^3",NA,NA,NA,NA,NA,85.56,"m^3","Mixed inverts",2.45420624,NA,NA,NA,0.121557353916736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2004,NA,18.98744912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,21.44165536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202",7,2.36941528320312,0.0021721708013434,0.021721708013434,-0.496824781099956
NA,59,"Robinson et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,4,"mm","fish","seagrass",51,-132,"Gwaii Haanas National Marine Conservation area in northern British Columbia","No",NA,NA,NA,NA,0,0,0,0,1,"Table3","Meadow T",NA,NA,85.56,"m^3",NA,NA,NA,NA,NA,85.56,"m^3","Mixed inverts",-3.01906293,NA,NA,NA,-0.171225676408904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2004,NA,19.18465779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,16.16559486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203",7,2.36941528320312,0.0021721708013434,0.021721708013434,-0.496824781099956
NA,59,"Robinson et al. 2013","TI",0,0,0,1,0,0,0,0,0,0,4,"mm","fish","seagrass",51,-132,"Gwaii Haanas National Marine Conservation area in northern British Columbia","No",NA,NA,NA,NA,0,0,0,0,1,"Table3","Meadow RI",NA,NA,85.56,"m^3",NA,NA,NA,NA,NA,85.56,"m^3","Mixed inverts",-2.66194969,NA,NA,NA,-0.142096250955773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2004,NA,20.09591195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,17.43396226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204",7,2.36941528320312,0.0021721708013434,0.021721708013434,-0.496824781099956
NA,705,"Grace and Henwood, 1997","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"pelagic fish","coastal shelf",30,-90,"FL to MA","No",NA,NA,NA,"Atlantic 95",0,0,1,0,0,"Table 4","Atlantic",224000,"km^2",60,"nautical mile",NA,NA,NA,2.24e+11,"m^2",111120,"m","Mixed inverts",6,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1995,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1996,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205",1,NA,-0.00165920008774308,-0.0165920008774308,-0.303779760996498
NA,705,"Grace and Henwood, 1997","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"pelagic fish","coastal shelf",32,-77,"TX to FL","No",NA,NA,NA,"Gulf 95",0,0,1,0,0,"Table 4","Gulf",20000,"km^2",60,"nautical mile",NA,NA,NA,2e+10,"m^2",111120,"m","Mixed inverts",1,NA,NA,NA,0.105360515657826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,1995,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,1996,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206",1,3.79993939399719,-0.009202995537972,-0.09202995537972,-0.675882021586101
NA,92,"Noble et al. 2013","MH",0,0,0,1,0,0,0,0,0,0,NA,NA,"reef fish","coral reef",17.65,-63.233,"Netherland Antilles","No",NA,NA,NA,"Marine park est in 1987",1,0,0,0,0,"Fig 3f","open",4.29,"km^2",500,"m^3",NA,NA,NA,4290000,"m^2",500,"m^3","Mixed inverts",-10.71702851,0.969622696423218,-3.86656136445814,0.382504946418674,-0.707075374632077,0.00861792317217769,-3.86656136445814,0.597126813489153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1991,NA,21.14163344,0.409836066,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809840948108757,NA,NA,NA,15,NA,NA,NA,NA,NA,2008,NA,10.42460493,1.885984345,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7267275303025,NA,NA,NA,"207",17,5.43416261672974,0.0033041830412365,0.033041830412365,0.575347582499187
NA,92,"Noble et al. 2013","MH",0,0,0,1,0,0,0,0,0,0,NA,NA,"reef fish","coral reef",17.65,-63.233,"Netherland Antilles","No",NA,NA,NA,"Marine park est in 1987",1,0,0,0,0,"Fig 3f","closed",4.29,"km^2",500,"m^3",NA,NA,NA,4290000,"m^2",500,"m^3","Mixed inverts",-20.553094077,1.21106722013938,-6.63506211375714,0.867067487556923,-1.12338006468753,0.0120914715334951,-6.63506211375714,1.55636214452841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,1991,NA,30.45709644,0.327868852,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647872756906196,NA,NA,NA,15,NA,NA,NA,NA,NA,2008,NA,9.904002363,2.131885984,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21263209798215,NA,NA,NA,"208",17,5.43416261672974,0.0033041830412365,0.033041830412365,0.575347582499187
NA,309,"Shan et al 2010","MH",0,0,0,1,0,0,0,0,0,0,24,"mm","fish","nearshore subtidal",30.49,123.465,"China, Changjiang Estuary","No",NA,NA,NA,"Unclear if T1 survey is from exact same location or just in the estuary. Also mean SppR is reported but no error",0,0,0,1,0,"Table 1","All",81767.79,"km^2",77045760,"mm^3",NA,NA,NA,81767790000,"m^2",0.07704576,"m^3","Mixed inverts",2.53,NA,NA,NA,0.806563397049988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,1985,1,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,NA,NA,NA,NA,2006,1,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209",21,5.2040548324585,0.0184472885087877,0.184472885087877,0.156220197677612
NA,172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","TI",0,0,0,1,0,0,0,0,0,0,3.8,"cm",NA,"deep sea",48.166667,-125,"Cape Flattery, Washington","No",NA,NA,NA,NA,0,1,0,0,0,"Fig 7","Shallow part of Cape Flattery, Washington",NA,NA,31.19914,"m^3",NA,NA,NA,NA,NA,31.19914,"m^3","Mixed inverts",-0.559999999999999,0.119601,-0.0865074488398669,0.00285981554953742,-0.0312525435041043,0.000373143511319111,-0.0865074488398669,0.00286083787879539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,2003,NA,18.2,0.24,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34980314655502,NA,NA,NA,700,NA,NA,NA,NA,NA,2010,NA,17.64,0.249,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58792076455083,NA,NA,NA,"210",7,4.06101417541504,-0.00109270104667117,-0.0109270104667117,-0.267937382062277
NA,172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"deep sea",48.166667,-125,"Cape Flattery, Washington","No",NA,NA,NA,NA,0,1,0,0,0,"Fig 7","Mid depth of Cape Flattery, Washington",NA,NA,31.19914,"m^3",NA,NA,NA,NA,NA,31.19914,"m^3","Mixed inverts",-0.970000000000001,0.2056,-0.114286007736817,0.00286180760413015,-0.0596549428533473,0.000785025505964362,-0.114286007736817,0.00286289936907809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,2003,NA,16.75,0.3,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93725393319377,NA,NA,NA,700,NA,NA,NA,NA,NA,2010,NA,15.78,0.34,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99555445761961,NA,NA,NA,"211",7,4.06101417541504,-0.00109270104667117,-0.0109270104667117,-0.267937382062277
NA,172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"deep sea",48.166667,-125,"Cape Flattery, Washington","No",NA,NA,NA,NA,0,1,0,0,0,"Fig 7","Deep depth of Cape Flattery, Washington",NA,NA,31.19914,"m^3",NA,NA,NA,NA,NA,31.19914,"m^3","Mixed inverts",-0.0800000000000001,0.134861,-0.0116380356222374,0.00285719122995469,-0.0064308903302904,0.000871893120190041,-0.0116380356222374,0.0028582092628729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,2003,NA,12.48,0.25,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61437827766148,NA,NA,NA,700,NA,NA,NA,NA,NA,2010,NA,12.4,0.269,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11707102676375,NA,NA,NA,"212",7,4.06101417541504,-0.00109270104667117,-0.0109270104667117,-0.267937382062277
NA,51,"Sobocinski, et al., 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"Small, inshore seagrass fish","seagrass",37.15,-76.23,"Chesapeake Bay","No",NA,NA,NA,NA,0,1,0,0,0,"Figure 7","All",72,"km^2",907,"m^2",NA,NA,NA,7.2e+07,"m^2",907,"m^2","Mixed inverts",-0.15,1e-04,-2.17898731873194,0.0159485684656427,NA,NA,-1.77084131154846,0.0250387098688826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,1977,2,0.15,0.01,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119582607431014,NA,NA,NA,289,NA,NA,NA,NA,NA,2011,2,0,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"213",34,3.96573269367218,0.00796020265029363,0.0796020265029363,1.03436104456584
NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico","No",NA,NA,NA,"Balandra 1980-2009",0,1,0,0,0,"Figure 3","Balandra",22,"ha",70,"m^2",NA,NA,NA,220000,"m^2",70,"m^2","Plants",1.15,3.65,0.369717134916434,0.508543172490676,0.0727018317767321,0.0145541927171554,0.369717134916434,0.511649816130362,-0.0600000000000001,0.0724,-0.1369620153945,0.501172412103808,-0.0288481543376584,0.0166942207663005,-0.1369620153945,0.504200677813232,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1981,NA,15.25,1.3,"SE",2.11,0.2,"SE",NA,NA,NA,NA,NA,NA,2.6,0.4,NA,NA,4,NA,NA,NA,NA,NA,2009,NA,16.4,1.4,"SE",2.05,0.18,"SE",NA,NA,NA,NA,NA,NA,NA,2.8,0.36,NA,NA,"214",28,4.12264823913574,0.0179272794338243,0.179272794338243,1.10673395792643
NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico","No",NA,NA,NA,"Zacatecas 1980-2009",0,1,0,0,0,"Figure 3","Zacatecas",22,"ha",70,"m^2",NA,NA,NA,220000,"m^2",70,"m^2","Plants",-3.2,1.28,-1.59576912160573,1.31830988618379,-0.381014012244,0.0197164488014805,-1.59576912160573,0.839262139652257,-0.4,0.0481,-1.02899322846597,1.1323533830286,-0.24067603007585,0.0177330980212866,-1.02899322846597,0.721228537115828,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1981,NA,10.1,0.8,"SE",1.87,0.16,"SE",NA,NA,NA,NA,NA,NA,1.13137084989848,0.226274169979695,NA,NA,2,NA,NA,NA,NA,NA,2009,NA,6.9,0.8,"SE",1.47,0.15,"SE",NA,NA,NA,NA,NA,NA,NA,1.13137084989848,0.212132034355964,NA,NA,"215",28,4.12264823913574,0.0179272794338243,0.179272794338243,1.10673395792643
NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico","No",NA,NA,NA,"Enfermeria 1980-2009",0,1,0,0,0,"Figure 3","Enfermeria",3,"ha",70,"m^2",NA,NA,NA,30000,"m^2",70,"m^2","Plants",-3,1.13,NA,NA,-0.370018359112417,0.0177175694836856,NA,NA,-1.05,0.0481,NA,NA,-0.750010042454489,0.0319284940847653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1981,NA,9.7,0.8,"SE",1.99,0.16,"SE",NA,NA,NA,NA,NA,NA,0.8,0.16,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,6.7,0.7,"SE",0.94,0.15,"SE",NA,NA,NA,NA,NA,NA,NA,0.7,0.15,NA,NA,"216",28,4.12264823913574,0.0179272794338243,0.179272794338243,1.10673395792643
